"","X.1","X","Address","Zip","Date","Event","Price","Beds","Baths","SqrFt","LotSize","Time","DaysOnMarket","RollTimeAv"
"475",8369,22433,"373 N Barrington Ct, Newark, DE",19702,2012-11-08,"Sold",135000,2,2.5,1650,2178,1823,128,121.933333333333
"476",291,8956,"23 W Clairmont Dr, Newark, DE",19702,2012-11-10,"Listed for sale",179900,3,1,950,10018,1825,115,134.866666666667
"477",6239,14691,"6 Pitcairn Pl, Newark, DE",19702,2012-11-15,"Sold",213500,4,2,1525,10454,1830,77,120.2
"478",9421,20850,"1 Alexis Dr, Newark, DE",19702,2012-11-29,"Sold",180000,3,3.5,1725,3484,1844,188,117.6
"479",1741,11127,"214 Tamara Cir, Newark, DE",19711,2012-11-30,"Listed for sale",183500,3,1,1200,9583,1845,135,130.333333333333
"480",13302,1782,"5 Havertown Rd, Newark, DE",19713,2012-12-05,"Listed for sale",184900,3,2,2150,7840,1850,106,134.133333333333
"481",12173,10522,"114 Larkspur Rd, Newark, DE",19711,2012-12-07,"Listed for sale",212000,4,2,1975,6534,1852,161,122.666666666667
"482",13061,3889,"258 Sloan Ct, Wilmington, DE",19808,2012-12-07,"Sold",247000,2,2.5,2100,3049,1852,65,117.533333333333
"483",1757,12123,"701 S Gerald Dr, Newark, DE",19713,2012-12-10,"Sold",630000,3,1,1200,7840,1855,118,113
"484",6012,20372,"426 Stanley Plaza Blvd, Newark, DE",19713,2012-12-19,"Listed for sale",169900,3,3,1500,3049,1864,103,109.066666666667
"485",1787,14151,"35 Palmer Pl, Newark, DE",19713,2013-01-02,"Listed for sale",619000,3,2,1200,2178,1878,29,105.866666666667
"486",5450,8595,"16 Monterry Dr, Newark, DE",19713,2013-01-03,"Listed for sale",189900,3,1.5,1475,6969,1879,67,106
"487",1823,16081,"17 Gogh Cir, Newark, DE",19702,2013-01-04,"Sold",127000,3,2,1200,7840,1880,58,108
"488",11750,13626,"22 Vansant Rd, Newark, DE",19711,2013-01-05,"Listed for sale",245000,4,3,1925,9583,1881,223,111.133333333333
"489",8149,16835,"304 2nd St, Newark, DE",19711,2013-01-08,"Sold",185000,3,2.1,1650,2178,1884,113,102.333333333333
"490",1667,17926,"6 Wright Cir, Newark, DE",19702,2013-01-09,"Listed for sale",750000,3,1,1175,10018,1885,9,104.2
"491",4919,8695,"19 Kullen Dr, Newark, DE",19713,2013-01-16,"Sold",722500,3,1,1425,7405,1892,350,106.6
"492",13639,220,"11 N Wynwyd Dr, Newark, DE",19711,2013-01-17,"Sold",265000,4,2.5,2225,10018,1893,198,116.4
"493",1668,17927,"6 Wright Cir, Newark, DE",19702,2013-01-18,"Sold",164026,3,1,1175,10018,1894,9,113.733333333333
"494",4135,8679,"19 Chaucer Dr, Newark, DE",19713,2013-01-19,"Listed for sale",115000,3,1,1352,6969,1895,216,105.333333333333
"495",14461,4478,"4 Rossiter Cir, Newark, DE",19702,2013-01-25,"Listed for sale",255000,4,3,2500,9147,1901,164,114.8
"496",10496,21397,"144 Couples Dr, Newark, DE",19702,2013-01-29,"Listed for sale",179900,3,3,1800,2178,1905,122,118.6
"497",2415,15556,"1102 Blair Ct, Newark, DE",19711,2013-01-30,"Listed for sale",129000,3,1.5,1250,2178,1906,61,112.066666666667
"498",7148,13212,"15 Scottfield Dr, Newark, DE",19713,2013-01-31,"Listed for sale",179900,4,2,1600,8712,1907,85,113.866666666667
"499",4772,19270,"151 Auckland Dr, Newark, DE",19702,2013-01-31,"Listed for sale",149900,3,2.5,1400,2178,1907,48,109.6
"500",1789,14153,"35 Palmer Pl, Newark, DE",19713,2013-01-31,"Sold",550000,3,2,1200,2178,1907,29,110.6
"501",8266,19507,"203 Dunsmore Dr, Newark, DE",19713,2013-02-07,"Sold",210000,3,2.5,1650,6534,1914,271,127.2
"502",8018,13320,"17 Dunbar Rd, Newark, DE",19711,2013-02-08,"Sold",198000,3,2,1650,8712,1915,146,129.4
"503",1266,12025,"620 Lisbeth Rd, Newark, DE",19713,2013-02-20,"Listed for sale",149900,3,1,1125,8276,1927,55,105.6
"504",10473,21304,"136 Couples Dr, Newark, DE",19702,2013-02-28,"Sold",175000,3,3,1800,2178,1935,112,128.466666666667
"505",13064,4583,"414 Revolution Ct, Newark, DE",19702,2013-03-03,"Listed for sale",209900,3,2,2100,5662,1938,54,100.2
"506",294,8959,"23 W Clairmont Dr, Newark, DE",19702,2013-03-05,"Sold",990000,3,1,950,10018,1940,115,131.8
"507",6120,18202,"8 Julie Ln, Newark, DE",19711,2013-03-05,"Sold",174500,3,2,1520,6534,1940,203,136.8
"508",5452,8597,"16 Monterry Dr, Newark, DE",19713,2013-03-11,"Sold",135000,3,1.5,1475,6969,1946,67,136.133333333333
"509",13368,6336,"229 Barrett Run Pl, Newark, DE",19702,2013-03-12,"Listed for sale",199900,3,3,2150,3484,1947,70,97.8
"510",10370,19296,"158 Hawk Dr, Newark, DE",19702,2013-03-15,"Listed for sale",109900,3,2,1800,2178,1950,74,92
"511",9070,21008,"107 Blue Ridge Pl, Newark, DE",19702,2013-03-18,"Sold",157000,2,1.1,1700,2178,1953,262,141.066666666667
"512",4774,19272,"151 Auckland Dr, Newark, DE",19702,2013-03-20,"Sold",111375,3,2.5,1400,2178,1955,48,139.933333333333
"513",13305,1785,"5 Havertown Rd, Newark, DE",19713,2013-03-21,"Sold",180000,3,2,2150,7840,1956,106,139.133333333333
"514",3261,18948,"120 Balmoral Way, Newark, DE",19702,2013-03-22,"Listed for sale",149900,2,2.5,1300,1742,1957,122,93.2666666666667
"515",14220,4825,"510 Concord Bridge Pl, Newark, DE",19702,2013-03-28,"Sold",126000,3,1.5,2367,2367,1963,159,145.866666666667
"516",2417,15558,"1102 Blair Ct, Newark, DE",19711,2013-04-01,"Sold",120000,3,1.5,1250,2178,1967,61,142.4
"517",6017,20377,"426 Stanley Plaza Blvd, Newark, DE",19713,2013-04-01,"Sold",158000,3,3,1500,3049,1967,103,125.933333333333
"518",6982,22843,"79 Alexis Dr, Newark, DE",19702,2013-04-09,"Sold",108750,2,2.5,1575,2178,1975,199,126
"519",1744,11130,"214 Tamara Cir, Newark, DE",19711,2013-04-14,"Sold",175000,3,1,1200,9583,1980,135,134.4
"520",1269,12028,"620 Lisbeth Rd, Newark, DE",19713,2013-04-16,"Sold",138600,3,1,1125,8276,1982,55,136.133333333333
"521",2813,15993,"157 Melodic Dr, Newark, DE",19713,2013-04-19,"Listed for sale",157500,3,2,1275,8276,1985,145,101
"522",8996,19706,"23 Photinia Dr, Newark, DE",19702,2013-04-21,"Listed for sale",175000,2,2,1700,3920,1987,368,121.066666666667
"523",11230,12474,"1009 Richfield Rd, Newark, DE",19713,2013-04-26,"Listed for sale",173900,3,1,1858,7840,1992,56,109.933333333333
"524",7150,13214,"15 Scottfield Dr, Newark, DE",19713,2013-04-26,"Sold",175000,4,2,1600,8712,1992,85,123.733333333333
"525",13066,4585,"414 Revolution Ct, Newark, DE",19702,2013-04-26,"Sold",194000,3,2,2100,5662,1992,54,117.6
"526",9998,18772,"112 Gladstone Way, Newark, DE",19702,2013-05-07,"Listed for sale",149900,3,1.5,1775,3484,2003,139,118.6
"527",4335,18793,"114 Creekside Ct, Newark, DE",19702,2013-05-16,"Listed for sale",105000,3,2.1,1375,3484,2012,88,110.066666666667
"528",12177,10526,"114 Larkspur Rd, Newark, DE",19711,2013-05-17,"Sold",194000,4,2,1975,6534,2013,161,120.866666666667
"529",6314,17628,"5 Lilac Ct, Newark, DE",19702,2013-05-17,"Listed for sale",204900,3,1.5,1525,6534,2013,124,107.4
"530",9945,17109,"360 Chickory Way, Newark, DE",19711,2013-05-18,"Listed for sale",209000,4,3.5,1775,6534,2014,96,105.666666666667
"531",13371,6339,"229 Barrett Run Pl, Newark, DE",19702,2013-05-21,"Sold",187000,3,3,2150,3484,2017,70,117.866666666667
"532",1447,9171,"28 Kullen Dr, Newark, DE",19713,2013-05-21,"Sold",105900,3,1,1150,9147,2017,306,124.733333333333
"533",8394,22823,"76 Chambord Dr, Newark, DE",19702,2013-05-22,"Listed for sale",150000,2,2,1650,1742,2018,313,122.466666666667
"534",4413,19888,"29 Kelston Dr, Newark, DE",19702,2013-05-24,"Sold",185000,3,2.5,1392,2178,2020,283,139.133333333333
"535",1670,17929,"6 Wright Cir, Newark, DE",19702,2013-05-26,"Listed for sale",149000,3,1,1175,10018,2022,185,129.133333333333
"536",12567,2284,"917 Janice Dr, Newark, DE",19713,2013-05-26,"Listed for sale",225900,3,2,2025,9147,2022,397,152.4
"537",10372,19298,"158 Hawk Dr, Newark, DE",19702,2013-05-28,"Sold",117000,3,2,1800,2178,2024,74,126.6
"538",10498,21399,"144 Couples Dr, Newark, DE",19702,2013-05-31,"Sold",173000,3,3,1800,2178,2027,122,131.533333333333
"539",3944,14318,"407 Longfield Rd, Newark, DE",19713,2013-05-31,"Listed for sale",168000,3,1.5,1350,7840,2027,172,160.2
"540",8865,13080,"133 Worral Dr, Newark, DE",19711,2013-06-19,"Listed for sale",214900,3,1.5,1700,7840,2046,49,159.866666666667
"541",8273,20181,"34 Sentry Ln, Newark, DE",19711,2013-06-20,"Listed for sale",225000,3,2,1650,6969,2047,60,159.2
"542",11232,12476,"1009 Richfield Rd, Newark, DE",19713,2013-06-21,"Sold",170000,3,1,1858,7840,2048,56,128.2
"543",9373,19413,"188 Amberfield Ln, Newark, DE",19702,2013-06-25,"Sold",850000,3,2,1725,3920,2052,321,139
"544",4414,19889,"29 Kelston Dr, Newark, DE",19702,2013-06-26,"Listed for sale",909000,3,2.5,1392,2178,2053,77,159.4
"545",1659,17810,"53 Leader Dr, Newark, DE",19713,2013-06-27,"Sold",114000,3,1,1175,6969,2054,307,155.4
"546",14469,4486,"4 Rossiter Cir, Newark, DE",19702,2013-07-08,"Sold",213750,4,3,2500,9147,2065,164,159.466666666667
"547",13780,3905,"26 Currant Dr, Newark, DE",19702,2013-07-16,"Listed for sale",249900,4,2.5,2250,6969,2073,7,151.733333333333
"548",10000,18774,"112 Gladstone Way, Newark, DE",19702,2013-07-19,"Listed for sale",149900,3,1.5,1775,3484,2076,66,146.466666666667
"549",3264,18951,"120 Balmoral Way, Newark, DE",19702,2013-07-22,"Sold",107175,2,2.5,1300,1742,2079,122,154.333333333333
"550",13782,3907,"26 Currant Dr, Newark, DE",19702,2013-07-23,"Sold",176250,4,2.5,2250,6969,2080,7,145.8
"551",2032,12870,"12 Queens Way, Newark, DE",19713,2013-08-02,"Listed for sale",167500,3,1,1225,7840,2090,53,125.466666666667
"552",8867,13082,"133 Worral Dr, Newark, DE",19711,2013-08-07,"Sold",215000,3,1.5,1700,7840,2095,49,145.4
"553",1047,8358,"129 Madison Dr, Newark, DE",19711,2013-08-10,"Listed for sale",119900,3,1,1125,1742,2098,130,130.4
"554",4336,18794,"114 Creekside Ct, Newark, DE",19702,2013-08-12,"Sold",103100,3,2.1,1375,3484,2100,88,145.6
"555",11754,13630,"22 Vansant Rd, Newark, DE",19711,2013-08-16,"Sold",2e+05,4,3,1925,9583,2104,223,156.866666666667
"556",14924,854,"207 Vassar Dr, Newark, DE",19711,2013-08-17,"Listed for sale",285000,4,3,2750,9148,2105,247,137.6
"557",8275,20183,"34 Sentry Ln, Newark, DE",19711,2013-08-19,"Sold",225000,3,2,1650,6969,2107,60,150.133333333333
"558",2148,18278,"9 Archer Cir, Newark, DE",19702,2013-08-19,"Listed for sale",115000,3,1,1225,7840,2107,283,150.6
"559",9947,17111,"360 Chickory Way, Newark, DE",19711,2013-08-22,"Sold",210000,4,3.5,1775,6534,2110,96,151.866666666667
"560",4137,8681,"19 Chaucer Dr, Newark, DE",19713,2013-08-23,"Sold",8e+05,3,1,1352,6969,2111,216,145.866666666667
"561",373,17268,"405 Barley Dr, Newark, DE",19702,2013-08-29,"Listed for sale",149900,2,2,950,2178,2117,32,144.466666666667
"562",2491,18485,"1010 9th St, Newark, DE",19711,2013-09-04,"Listed for sale",139500,2,1.5,1250,5227,2123,299,158
"563",6371,2933,"119 Richards Ln, Newark, DE",19711,2013-09-06,"Listed for sale",130000,3,2.5,1550,4356,2125,7,137.6
"564",4277,16066,"17 Adelene Ave, Newark, DE",19711,2013-09-10,"Listed for sale",219900,3,3,1375,9148,2129,48,128.466666666667
"565",2815,15995,"157 Melodic Dr, Newark, DE",19713,2013-09-11,"Sold",136000,3,2,1275,8276,2130,145,136.666666666667
"566",4416,19891,"29 Kelston Dr, Newark, DE",19702,2013-09-11,"Sold",1e+05,3,2.5,1392,2178,2130,77,136.866666666667
"567",5836,11281,"27 Mavista Cir, Newark, DE",19713,2013-09-12,"Listed for sale",2e+05,3,1,1496,9147,2131,232,117.466666666667
"568",8884,13969,"3 Eastwind Ct, Newark, DE",19713,2013-09-12,"Listed for sale",172500,4,2,1700,8712,2131,43,108.866666666667
"569",6372,2934,"119 Richards Ln, Newark, DE",19711,2013-09-13,"Sold",130000,3,2.5,1550,4356,2132,7,129.2
"570",588,13791,"2509 Olden Ave, Newark, DE",19702,2013-09-13,"Listed for sale",525000,2,2,1025,2613,2132,42,108.4
"571",6317,17631,"5 Lilac Ct, Newark, DE",19702,2013-09-18,"Sold",191000,3,1.5,1525,6534,2137,124,133.733333333333
"572",8930,15182,"911 Rahway Dr, Newark, DE",19711,2013-09-18,"Listed for sale",227500,4,2,1700,7840,2137,47,107.533333333333
"573",15679,6239,"209 Margaux Cir, Newark, DE",19702,2013-09-19,"Listed for sale",422000,4,4,3900,8276,2138,57,106.2
"574",10005,18779,"112 Gladstone Way, Newark, DE",19702,2013-09-23,"Sold",103875,3,1.5,1775,3484,2142,66,116.733333333333
"575",2034,12872,"12 Queens Way, Newark, DE",19713,2013-09-24,"Sold",167500,3,1,1225,7840,2143,53,99.8
"576",739,20224,"4 Buchanan Cir, Newark, DE",19702,2013-09-25,"Listed for sale",159900,3,2,1050,10454,2144,191,118.466666666667
"577",14807,6751,"333 Matthew Flocco Dr, Newark, DE",19713,2013-09-27,"Listed for sale",319900,4,3,2650,8276,2146,34,116.333333333333
"578",375,17270,"405 Barley Dr, Newark, DE",19702,2013-09-30,"Sold",148000,2,2,950,2178,2149,32,91
"579",12246,21195,"121 Darling St, Newark, DE",19702,2013-10-03,"Listed for sale",135000,3,3,1975,1975,2152,61,116.866666666667
"580",7476,15233,"958 Rahway Dr, Newark, DE",19711,2013-10-24,"Listed for sale",260000,3,2.5,1604,9148,2173,53,111.733333333333
"581",590,13793,"2509 Olden Ave, Newark, DE",19702,2013-10-25,"Sold",6e+05,2,2,1025,2613,2174,42,85.6666666666667
"582",8886,13971,"3 Eastwind Ct, Newark, DE",19713,2013-10-25,"Sold",169000,4,2,1700,8712,2174,43,88.0666666666667
"583",11497,10835,"16 Newbrook Rd, Newark, DE",19711,2013-10-27,"Listed for sale",180000,4,2.5,1900,6534,2176,22,96.7333333333333
"584",4279,16068,"17 Adelene Ave, Newark, DE",19711,2013-10-28,"Sold",218000,3,3,1375,9148,2177,48,88
"585",14808,6752,"333 Matthew Flocco Dr, Newark, DE",19713,2013-10-31,"Sold",295000,4,3,2650,8276,2180,34,84.4
"586",13427,3266,"159 Boyer Dr, Newark, DE",19702,2013-11-01,"Listed for sale",214000,4,2.5,2175,8712,2181,52,81.3333333333333
"587",8932,15184,"911 Rahway Dr, Newark, DE",19711,2013-11-04,"Sold",225000,4,2,1700,7840,2184,47,72.6666666666667
"588",9050,20733,"9 Tantallon Ct, Newark, DE",19711,2013-11-08,"Listed for sale",184500,3,2.5,1700,3049,2188,52,82.6666666666667
"589",1673,17932,"6 Wright Cir, Newark, DE",19702,2013-11-11,"Listed for sale",144900,3,1,1175,10018,2191,16,63.8
"590",15681,6241,"209 Margaux Cir, Newark, DE",19702,2013-11-15,"Sold",417000,4,4,3900,8276,2195,57,72.4666666666667
"591",11499,10837,"16 Newbrook Rd, Newark, DE",19711,2013-11-18,"Sold",180000,4,2.5,1900,6534,2198,22,67.5333333333333
"592",4138,8682,"19 Chaucer Dr, Newark, DE",19713,2013-11-19,"Listed for sale",169900,3,1,1352,6969,2199,70,68
"593",3947,14321,"407 Longfield Rd, Newark, DE",19713,2013-11-19,"Sold",145000,3,1.5,1350,7840,2199,172,64.6
"594",1357,17685,"5 Warren Pl, Newark, DE",19702,2013-11-20,"Listed for sale",124900,2,2,1125,2613,2200,380,90.1333333333333
"595",1674,17933,"6 Wright Cir, Newark, DE",19702,2013-11-27,"Sold",145000,3,1,1175,10018,2207,16,56
"596",7039,9886,"73 W Stephen Dr, Newark, DE",19713,2013-12-01,"Listed for sale",150000,3,2,1600,10019,2211,299,94.6
"597",250,17397,"417 Barley Dr, Newark, DE",19702,2013-12-02,"Listed for sale",139900,2,1.5,925,1742,2212,219,106.333333333333
"598",12248,21197,"121 Darling St, Newark, DE",19702,2013-12-03,"Sold",140000,3,3,1975,1975,2213,61,54.9333333333333
"599",9003,19713,"23 Photinia Dr, Newark, DE",19702,2013-12-11,"Listed for sale",177000,2,2,1700,3920,2221,134,112.466666666667
"600",7478,15235,"958 Rahway Dr, Newark, DE",19711,2013-12-16,"Sold",260000,3,2.5,1604,9148,2226,53,58
"601",1052,8363,"129 Madison Dr, Newark, DE",19711,2013-12-18,"Sold",880000,3,1,1125,1742,2228,130,58.4
"602",13429,3268,"159 Boyer Dr, Newark, DE",19702,2013-12-23,"Sold",205000,4,2.5,2175,8712,2233,52,57.4666666666667
"603",9052,20735,"9 Tantallon Ct, Newark, DE",19711,2013-12-30,"Sold",183700,3,2.5,1700,3049,2240,52,57.4
"604",9898,15134,"9 Pinedale Rd, Newark, DE",19711,2014-01-13,"Listed for sale",224999,4,3,1775,6969,2254,85,115
"605",4140,8684,"19 Chaucer Dr, Newark, DE",19713,2014-01-28,"Sold",160000,3,1,1352,6969,2269,70,59.9333333333333
"606",1608,14468,"48 Ethan Allen Ct, Newark, DE",19711,2014-02-15,"Listed for sale",137900,3,1.1,1170,1742,2287,68,115.733333333333
"607",5907,10269,"104 Edjil Dr, Newark, DE",19713,2014-02-28,"Listed for sale",215000,5,2,1500,7840,2300,243,119.2
"608",13506,414,"127 Marta Dr, Newark, DE",19711,2014-03-08,"Listed for sale",164900,3,3,2200,8712,2308,58,120.8
"609",2150,18280,"9 Archer Cir, Newark, DE",19702,2014-03-14,"Listed for sale",115000,3,1,1225,7840,2314,76,121.8
"610",6744,10124,"10 Hillcroft Rd, Newark, DE",19711,2014-03-21,"Listed for sale",214900,3,2,1575,9583,2321,52,121.733333333333
"611",5291,16398,"216 Sleepy Hollow Ct, Newark, DE",19711,2014-03-21,"Listed for sale",239900,2,3,1450,4356,2321,81,125.666666666667
"612",3201,16276,"201 Britain Ct, Newark, DE",19702,2014-03-22,"Listed for sale",109900,2,3,1300,4791,2322,68,126.733333333333
"613",5311,16910,"310 Pleasant Knoll Ct, Newark, DE",19711,2014-03-25,"Listed for sale",229000,2,2.5,1450,6534,2325,118,131.133333333333
"614",8397,22826,"76 Chambord Dr, Newark, DE",19702,2014-03-31,"Sold",135000,2,2,1650,1742,2331,313,78
"615",742,20227,"4 Buchanan Cir, Newark, DE",19702,2014-04-04,"Sold",232543,3,2,1050,10454,2335,191,87.8666666666667
"616",9903,15139,"9 Pinedale Rd, Newark, DE",19711,2014-04-08,"Sold",163875,4,3,1775,6969,2339,85,90.3333333333333
"617",1245,11506,"37 Madison Dr, Newark, DE",19711,2014-04-14,"Listed for sale",850000,3,1,1125,4356,2345,16,131.133333333333
"618",9091,21132,"119 Thomas Ln, Newark, DE",19711,2014-04-18,"Listed for sale",255000,2,3,1700,2613,2349,80,131.8
"619",14929,859,"207 Vassar Dr, Newark, DE",19711,2014-04-21,"Sold",260000,4,3,2750,9148,2352,247,104.533333333333
"620",9005,19715,"23 Photinia Dr, Newark, DE",19702,2014-04-24,"Sold",177000,2,2,1700,3920,2355,134,110.333333333333
"621",1611,14471,"48 Ethan Allen Ct, Newark, DE",19711,2014-04-24,"Sold",135000,3,1.1,1170,1742,2355,68,111.066666666667
"622",1247,11508,"37 Madison Dr, Newark, DE",19711,2014-04-30,"Sold",171000,3,1,1125,4356,2361,16,110.666666666667
"623",5839,11284,"27 Mavista Cir, Newark, DE",19713,2014-05-02,"Sold",195000,3,1,1496,9147,2363,232,114.666666666667
"624",13508,416,"127 Marta Dr, Newark, DE",19711,2014-05-05,"Sold",150000,3,3,2200,8712,2366,58,117.466666666667
"625",2321,9220,"3 Millbrook Rd, Newark, DE",19713,2014-05-06,"Listed for sale",189900,3,2,1250,7840,2367,146,116.2
"626",6747,10127,"10 Hillcroft Rd, Newark, DE",19711,2014-05-12,"Sold",162000,3,2,1575,9583,2373,52,116.866666666667
"627",8374,22597,"5 Versailles Ct, Newark, DE",19702,2014-05-23,"Listed for sale",179900,3,2.5,1650,2178,2384,66,100.666666666667
"628",3203,16278,"201 Britain Ct, Newark, DE",19702,2014-05-29,"Sold",817500,2,3,1300,4791,2390,68,117.866666666667
"629",2154,18284,"9 Archer Cir, Newark, DE",19702,2014-05-29,"Sold",937500,3,1,1225,7840,2390,76,114.266666666667
"630",8326,21550,"176 Versailles Ct, Newark, DE",19702,2014-05-30,"Listed for sale",183000,3,2.5,1650,2178,2391,62,90.2
"631",7510,11384,"302 N Dillwyn Rd, Newark, DE",19711,2014-06-05,"Listed for sale",249900,4,3,1625,6534,2397,95,87.6
"632",5293,16400,"216 Sleepy Hollow Ct, Newark, DE",19711,2014-06-10,"Sold",237500,2,3,1450,4356,2402,81,116.2
"633",14600,3628,"207 W Silver Fox Rd, Newark, DE",19702,2014-06-17,"Listed for sale",270000,4,3,2575,9147,2409,120,89.9333333333333
"634",11175,19998,"301 Lynley Ln, Newark, DE",19711,2014-06-19,"Listed for sale",259900,4,2.5,1850,6534,2411,40,88.0666666666667
"635",695,17206,"4 Julie Ln, Newark, DE",19711,2014-06-20,"Listed for sale",194900,3,2,1050,6534,2412,53,75.4
"636",12034,18046,"66 Danvers Cir, Newark, DE",19702,2014-06-24,"Listed for sale",234000,3,2.5,1950,6969,2416,48,74.7333333333333
"637",5909,10271,"104 Edjil Dr, Newark, DE",19713,2014-06-26,"Listed for sale",209900,5,2,1500,7840,2418,125,78
"638",12575,2292,"917 Janice Dr, Newark, DE",19713,2014-06-27,"Sold",199000,3,2,2025,9147,2419,397,139.2
"639",2494,18488,"1010 9th St, Newark, DE",19711,2014-06-30,"Sold",128500,2,1.5,1250,5227,2422,299,154.466666666667
"640",9093,21134,"119 Thomas Ln, Newark, DE",19711,2014-07-07,"Sold",244000,2,3,1700,2613,2429,80,138.933333333333
"641",257,17404,"417 Barley Dr, Newark, DE",19702,2014-07-09,"Sold",135700,2,1.5,925,1742,2431,219,140.8
"642",15718,6098,"188 Haut Brion Ave, Newark, DE",19702,2014-07-15,"Listed for sale",399000,5,4,5000,8712,2437,51,77.9333333333333
"643",5314,16913,"310 Pleasant Knoll Ct, Newark, DE",19711,2014-07-21,"Sold",224500,2,2.5,1450,6534,2443,118,143
"644",8376,22599,"5 Versailles Ct, Newark, DE",19702,2014-07-28,"Sold",180000,3,2.5,1650,2178,2450,66,130.933333333333
"645",11177,20000,"301 Lynley Ln, Newark, DE",19711,2014-07-29,"Sold",259900,4,2.5,1850,6534,2451,40,124.666666666667
"646",8328,21552,"176 Versailles Ct, Newark, DE",19702,2014-07-31,"Sold",181000,3,2.5,1650,2178,2453,62,124.266666666667
"647",9968,18311,"9 Long Meadow Ct, Newark, DE",19711,2014-08-02,"Listed for sale",250000,3,3,1775,7405,2455,55,76.2
"648",2255,10736,"143 Spruceglen Dr, Newark, DE",19711,2014-08-05,"Listed for sale",199900,4,1.5,1230,7405,2458,147,81.4666666666667
"649",6160,11309,"3 Ferncliff Rd, Newark, DE",19711,2014-08-05,"Listed for sale",229900,3,2,1525,8276,2458,188,86.1333333333333
"650",12525,1150,"29 Cornwall Dr, Newark, DE",19711,2014-08-09,"Listed for sale",222000,5,2,2025,9583,2462,142,94.5333333333333
"651",12036,18048,"66 Danvers Cir, Newark, DE",19702,2014-08-11,"Sold",235000,3,2.5,1950,6969,2464,48,126.4
"652",697,17208,"4 Julie Ln, Newark, DE",19711,2014-08-12,"Sold",194900,3,2,1050,6534,2465,53,114.466666666667
"653",2872,18897,"119 Edward Lee Ct, Newark, DE",19713,2014-08-14,"Listed for sale",215000,3,2.5,1275,3920,2467,43,92.0666666666667
"654",3652,20191,"35 Chambord Dr, Newark, DE",19702,2014-08-16,"Listed for sale",164000,3,2,1325,2178,2469,121,90.4
"655",1997,11477,"35 Ferncliff Rd, Newark, DE",19711,2014-08-23,"Listed for sale",129000,3,2,1225,10018,2476,221,100.733333333333
"656",11888,11396,"303 Darwin Dr, Newark, DE",19711,2014-08-30,"Listed for sale",219900,4,1.1,1950,8276,2483,41,99.3333333333333
"657",11465,20764,"908 Glen Falls Ct, Newark, DE",19711,2014-08-30,"Listed for sale",233900,3,4,1875,4791,2483,304,113.266666666667
"658",15720,6100,"188 Haut Brion Ave, Newark, DE",19702,2014-09-04,"Sold",399000,5,4,5000,8712,2488,51,114
"659",12869,7603,"6 Cherry Ct, Newark, DE",19713,2014-09-06,"Listed for sale",289900,3,3,2050,8276,2490,73,110.133333333333
"660",7513,11387,"302 N Dillwyn Rd, Newark, DE",19711,2014-09-08,"Sold",235000,4,3,1625,6534,2492,95,116.866666666667
"661",2874,18899,"119 Edward Lee Ct, Newark, DE",19713,2014-09-26,"Sold",206000,3,2.5,1275,3920,2510,43,115.2
"662",7041,9888,"73 W Stephen Dr, Newark, DE",19713,2014-09-26,"Sold",125000,3,2,1600,10019,2510,299,130.066666666667
"663",9970,18313,"9 Long Meadow Ct, Newark, DE",19711,2014-09-26,"Sold",248000,3,3,1775,7405,2510,55,128.333333333333
"664",4642,15224,"954 Devon Dr, Newark, DE",19711,2014-09-26,"Listed for sale",225000,4,2,1400,9583,2510,35,109.8
"665",13509,417,"127 Marta Dr, Newark, DE",19711,2014-09-29,"Listed for sale",254900,3,3,2200,8712,2513,156,116.666666666667
"666",2326,9225,"3 Millbrook Rd, Newark, DE",19713,2014-09-29,"Sold",172000,3,2,1250,7840,2513,146,111.6
"667",11889,11397,"303 Darwin Dr, Newark, DE",19711,2014-10-10,"Sold",219900,4,1.1,1950,8276,2524,41,94.4
"668",1941,17699,"50 E Shady Dr, Newark, DE",19713,2014-10-10,"Listed for sale",187500,3,1,1218,6970,2524,280,132.133333333333
"669",14603,3631,"207 W Silver Fox Rd, Newark, DE",19702,2014-10-15,"Sold",265000,4,3,2575,9147,2529,120,97.0666666666667
"670",13716,5443,"10 Castlegate Ct, Newark, DE",19702,2014-10-20,"Listed for sale",317899,4,3,2225,9147,2534,86,129.533333333333
"671",96,18166,"771 White Rock Rd, Bear, DE",19701,2014-10-22,"Listed for sale",109900,2,1,800,6534,2536,183,138.333333333333
"672",5912,10274,"104 Edjil Dr, Newark, DE",19713,2014-10-29,"Sold",205500,5,2,1500,7840,2543,125,90.8
"673",4644,15226,"954 Devon Dr, Newark, DE",19711,2014-10-31,"Sold",220000,4,2,1400,9583,2545,35,85.2666666666667
"674",7559,15923,"148 E Green Valley Cir, Newark, DE",19711,2014-11-01,"Listed for sale",219900,3,3,1625,3920,2546,138,143.866666666667
"675",12871,7605,"6 Cherry Ct, Newark, DE",19713,2014-11-18,"Sold",285000,3,3,2050,8276,2563,73,85.7333333333333
"676",1364,17692,"5 Warren Pl, Newark, DE",19702,2014-12-05,"Sold",104000,2,2,1125,2613,2580,380,108.4
"677",3376,20862,"1 Burkwood Dr, Newark, DE",19713,2014-12-11,"Listed for sale",210000,3,2,1300,7840,2586,130,142.733333333333
"678",3655,20194,"35 Chambord Dr, Newark, DE",19702,2014-12-15,"Sold",153000,3,2,1325,2178,2590,121,112.333333333333
