,Address,Zip,Date,Event,Price,Beds,Baths,SqrFt,LotSize
2105,"8 Newside Ct, Newark, DE",19711,6/28/18,Listed for sale,264900,3,1.5,2050,8712
2106,"8 Newside Ct, Newark, DE",19711,7/16/18,Price change,260000,3,1.5,2050,8712
2107,"8 Newside Ct, Newark, DE",19711,7/17/18,Listing removed,260000,3,1.5,2050,8712
2108,"8 Newside Ct, Newark, DE",19711,9/4/18,Sold,257000,3,1.5,2050,8712
2335,"956 Rahway Dr, Newark, DE",19711,4/30/10,Listing removed,259900,4,3,2050,9147
2336,"956 Rahway Dr, Newark, DE",19711,5/26/10,Sold,250000,4,3,2050,9147
2337,"956 Rahway Dr, Newark, DE",19711,11/14/15,Listed for sale,262000,4,3,2050,9147
2338,"956 Rahway Dr, Newark, DE",19711,11/14/15,Price change,264900,4,3,2050,9147
2339,"956 Rahway Dr, Newark, DE",19711,11/28/15,Listing removed,264900,4,3,2050,9147
2340,"956 Rahway Dr, Newark, DE",19711,1/7/16,Listed for sale,264900,4,3,2050,9147
2341,"956 Rahway Dr, Newark, DE",19711,2/24/16,Pending sale,264900,4,3,2050,9147
2342,"956 Rahway Dr, Newark, DE",19711,4/15/16,Back on market,264900,4,3,2050,9147
2343,"956 Rahway Dr, Newark, DE",19711,4/22/16,Pending sale,264900,4,3,2050,9147
2344,"956 Rahway Dr, Newark, DE",19711,5/25/16,Sold,480000,4,3,2050,9147
2345,"956 Rahway Dr, Newark, DE",19711,6/30/16,Sold,265000,4,3,2050,9147
2799,"11 Edgebrooke Way, Newark, DE",19702,7/20/15,Listed for sale,239900,4,5,2050,6969
2800,"11 Edgebrooke Way, Newark, DE",19702,10/22/15,Price change,234900,4,5,2050,6969
2801,"11 Edgebrooke Way, Newark, DE",19702,6/3/16,Price change,229900,4,5,2050,6969
2802,"11 Edgebrooke Way, Newark, DE",19702,8/27/16,Listing removed,229900,4,5,2050,6969
2803,"11 Edgebrooke Way, Newark, DE",19702,9/21/16,Sold,219000,4,5,2050,6969
3011,"120 Fantasia Dr, Newark, DE",19713,8/10/11,Listed for sale,199900,4,2,2050,9147
3012,"120 Fantasia Dr, Newark, DE",19713,9/22/11,Price change,190000,4,2,2050,9147
3013,"120 Fantasia Dr, Newark, DE",19713,11/15/11,Price change,179900,4,2,2050,9147
3014,"120 Fantasia Dr, Newark, DE",19713,11/29/11,Price change,165000,4,2,2050,9147
3015,"120 Fantasia Dr, Newark, DE",19713,12/9/11,Listing removed,165000,4,2,2050,9147
3016,"120 Fantasia Dr, Newark, DE",19713,1/30/12,Sold,175000,4,2,2050,9147
3017,"120 Fantasia Dr, Newark, DE",19713,1/6/13,Listed for sale,175000,4,2,2050,9147
3018,"120 Fantasia Dr, Newark, DE",19713,1/16/13,Listing removed,175000,4,2,2050,9147
3019,"120 Fantasia Dr, Newark, DE",19713,6/13/16,Listed for sale,199999,4,2,2050,9147
3020,"120 Fantasia Dr, Newark, DE",19713,6/20/16,Listing removed,199999,4,2,2050,9147
3021,"120 Fantasia Dr, Newark, DE",19713,8/17/16,Sold,2.00E+05,4,2,2050,9147
3261,"158 Coopers Dr, Newark, DE",19702,8/3/18,Listed for sale,349900,4,3,2050,NA
3262,"158 Coopers Dr, Newark, DE",19702,8/17/18,Price change,339900,4,3,2050,NA
3263,"158 Coopers Dr, Newark, DE",19702,8/31/18,Listing removed,339900,4,3,2050,NA
3264,"158 Coopers Dr, Newark, DE",19702,10/15/18,Sold,320000,4,3,2050,NA
3472,"2 Elm Dr, Newark, DE",19713,2/24/11,Listed for sale,115000,3,3,2050,9583
3473,"2 Elm Dr, Newark, DE",19713,7/15/11,Listing removed,115000,3,3,2050,9583
3474,"2 Elm Dr, Newark, DE",19713,3/6/12,Listed for sale,115000,3,3,2050,9583
3475,"2 Elm Dr, Newark, DE",19713,3/7/12,Listing removed,115000,3,3,2050,9583
3476,"2 Elm Dr, Newark, DE",19713,12/21/17,Sold,255000,3,3,2050,9583
3477,"2 Elm Dr, Newark, DE",19713,10/11/18,Listed for sale,255000,3,3,2050,9583
3478,"2 Elm Dr, Newark, DE",19713,10/17/18,Pending sale,255000,3,3,2050,9583
3479,"2 Elm Dr, Newark, DE",19713,11/16/18,Sold,260000,3,3,2050,9583
4034,"3 Orion Ct, Newark, DE",19711,11/10/16,Listed for sale,325000,4,3,2050,NA
4035,"3 Orion Ct, Newark, DE",19711,12/1/16,Price change,315000,4,3,2050,NA
4036,"3 Orion Ct, Newark, DE",19711,2/1/17,Back on market,315000,4,3,2050,NA
4037,"3 Orion Ct, Newark, DE",19711,2/1/17,Pending sale,315000,4,3,2050,NA
4038,"3 Orion Ct, Newark, DE",19711,4/5/17,Listing removed,315000,4,3,2050,NA
4039,"3 Orion Ct, Newark, DE",19711,4/27/17,Sold,304500,4,3,2050,NA
4040,"3 Orion Ct, Newark, DE",19711,4/29/19,Listed for sale,359000,4,3,2050,NA
4041,"3 Orion Ct, Newark, DE",19711,5/22/19,Listing removed,359000,4,3,2050,NA
4050,"3 Yew Rd, Newark, DE",19702,4/18/17,Listed for sale,189000,3,2,2050,6969
4051,"3 Yew Rd, Newark, DE",19702,4/26/17,Pending sale,189000,3,2,2050,6969
4052,"3 Yew Rd, Newark, DE",19702,5/1/17,Back on market,189000,3,2,2050,6969
4053,"3 Yew Rd, Newark, DE",19702,5/12/17,Pending sale,189000,3,2,2050,6969
4054,"3 Yew Rd, Newark, DE",19702,6/1/17,Listing removed,189000,3,2,2050,6969
4055,"3 Yew Rd, Newark, DE",19702,6/8/17,Sold,201000,3,2,2050,6969
4229,"32 Phoenix Ave, Newark, DE",19702,10/6/03,Sold,178000,3,2,2050,NA
4230,"32 Phoenix Ave, Newark, DE",19702,12/2/03,Sold,178000,3,2,2050,NA
4231,"32 Phoenix Ave, Newark, DE",19702,10/17/12,Price change,165000,3,2,2050,NA
4232,"32 Phoenix Ave, Newark, DE",19702,12/5/12,Price change,159900,3,2,2050,NA
4233,"32 Phoenix Ave, Newark, DE",19702,12/6/12,Listing removed,159900,3,2,2050,NA
4234,"32 Phoenix Ave, Newark, DE",19702,6/7/13,Sold,273645,3,2,2050,NA
4235,"32 Phoenix Ave, Newark, DE",19702,3/13/14,Listed for sale,216000,3,2,2050,NA
4236,"32 Phoenix Ave, Newark, DE",19702,5/6/14,Price change,216000,3,2,2050,NA
4237,"32 Phoenix Ave, Newark, DE",19702,5/13/14,Listing removed,216000,3,2,2050,NA
4238,"32 Phoenix Ave, Newark, DE",19702,6/29/14,Sold,165000,3,2,2050,NA
4239,"32 Phoenix Ave, Newark, DE",19702,7/30/14,Listed for sale,239900,3,2,2050,NA
4240,"32 Phoenix Ave, Newark, DE",19702,9/4/14,Price change,237900,3,2,2050,NA
4241,"32 Phoenix Ave, Newark, DE",19702,9/25/14,Price change,236400,3,2,2050,NA
4242,"32 Phoenix Ave, Newark, DE",19702,10/7/14,Price change,234400,3,2,2050,NA
4243,"32 Phoenix Ave, Newark, DE",19702,11/5/14,Price change,219000,3,2,2050,NA
4244,"32 Phoenix Ave, Newark, DE",19702,11/19/14,Price change,214000,3,2,2050,NA
4245,"32 Phoenix Ave, Newark, DE",19702,11/25/14,Price change,209000,3,2,2050,NA
4246,"32 Phoenix Ave, Newark, DE",19702,1/24/15,Price change,207000,3,2,2050,NA
4247,"32 Phoenix Ave, Newark, DE",19702,3/25/15,Listing removed,207000,3,2,2050,NA
4248,"32 Phoenix Ave, Newark, DE",19702,4/30/15,Sold,207000,3,2,2050,NA
4249,"32 Phoenix Ave, Newark, DE",19702,2/16/17,Listed for sale,219000,3,2,2050,NA
4250,"32 Phoenix Ave, Newark, DE",19702,2/19/17,Listing removed,219000,3,2,2050,NA
4251,"32 Phoenix Ave, Newark, DE",19702,4/7/17,Sold,225000,3,2,2050,NA
4415,"4 Advent Ct, Newark, DE",19713,2/10/16,Listed for sale,3.00E+05,4,2.5,2050,6534
4416,"4 Advent Ct, Newark, DE",19713,3/16/16,Price change,295000,4,2.5,2050,6534
4417,"4 Advent Ct, Newark, DE",19713,4/28/16,Price change,290000,4,2.5,2050,6534
4418,"4 Advent Ct, Newark, DE",19713,6/23/16,Price change,285000,4,2.5,2050,6534
4419,"4 Advent Ct, Newark, DE",19713,6/30/16,Listing removed,285000,4,2.5,2050,6534
4420,"4 Advent Ct, Newark, DE",19713,7/25/16,Sold,285000,4,2.5,2050,6534
4530,"41 Foxtail Ct, Newark, DE",19711,8/9/13,Listed for sale,240000,4,3,2050,4791
4531,"41 Foxtail Ct, Newark, DE",19711,6/8/18,Listed for sale,265000,4,3,2050,4791
4532,"41 Foxtail Ct, Newark, DE",19711,6/26/18,Pending sale,265000,4,3,2050,4791
4533,"41 Foxtail Ct, Newark, DE",19711,7/31/18,Sold,262500,4,3,2050,4791
4838,"516 Blacksmith Ln, Newark, DE",19702,10/18/16,Listed for sale,199900,3,2.5,2050,2050
4839,"516 Blacksmith Ln, Newark, DE",19702,1/23/17,Price change,194900,3,2.5,2050,2050
4840,"516 Blacksmith Ln, Newark, DE",19702,4/22/17,Price change,189900,3,2.5,2050,2050
4841,"516 Blacksmith Ln, Newark, DE",19702,5/24/17,Listing removed,189900,3,2.5,2050,2050
4842,"516 Blacksmith Ln, Newark, DE",19702,6/30/17,Sold,180000,3,2.5,2050,2050
4843,"516 Blacksmith Ln, Newark, DE",19702,7/21/17,Listing removed,152500,3,2.5,2050,2050
4984,"6 Evergreen Dr, Newark, DE",19702,7/22/04,Sold,163000,3,2,2050,8276
4985,"6 Evergreen Dr, Newark, DE",19702,4/25/17,Listed for sale,199900,3,2,2050,8276
4986,"6 Evergreen Dr, Newark, DE",19702,4/26/17,Listing removed,199900,3,2,2050,8276
4987,"6 Evergreen Dr, Newark, DE",19702,4/26/17,Pending sale,199900,3,2,2050,8276
4988,"6 Evergreen Dr, Newark, DE",19702,5/31/17,Sold,2.00E+05,3,2,2050,8276
4989,"6 Foxtail Ct, Newark, DE",19711,5/5/10,Listed for sale,229900,3,2.5,2050,3049
4990,"6 Foxtail Ct, Newark, DE",19711,10/31/10,Listing removed,229900,3,2.5,2050,3049
4991,"6 Foxtail Ct, Newark, DE",19711,12/28/16,Sold,167000,3,2.5,2050,3049
4992,"6 Foxtail Ct, Newark, DE",19711,2/25/17,Listed for sale,310000,3,2.5,2050,3049
4993,"6 Foxtail Ct, Newark, DE",19711,3/9/17,Price change,304900,3,2.5,2050,3049
4994,"6 Foxtail Ct, Newark, DE",19711,3/24/17,Price change,299900,3,2.5,2050,3049
4995,"6 Foxtail Ct, Newark, DE",19711,4/14/17,Listing removed,299900,3,2.5,2050,3049
4996,"6 Foxtail Ct, Newark, DE",19711,5/17/17,Sold,295000,3,2.5,2050,3049
5089,"68 Heather Rd, Newark, DE",19702,10/5/17,Listed for sale,210000,3,2,2050,7840
5090,"68 Heather Rd, Newark, DE",19702,10/19/17,Listing removed,210000,3,2,2050,7840
5091,"68 Heather Rd, Newark, DE",19702,12/29/17,Sold,213000,3,2,2050,7840
5112,"7 Marble Rdg, Newark, DE",19702,7/30/18,Sold,165000,4,2,2050,NA
5205,"8 Foxtail Ct, Newark, DE",19711,7/30/02,Sold,209500,3,3,2050,3049
5206,"8 Foxtail Ct, Newark, DE",19711,4/23/07,Sold,253700,3,3,2050,3049
5207,"8 Foxtail Ct, Newark, DE",19711,12/29/16,Listing removed,137500,3,3,2050,3049
5208,"8 Foxtail Ct, Newark, DE",19711,7/25/18,Listed for sale,284900,3,3,2050,3049
5209,"8 Foxtail Ct, Newark, DE",19711,8/1/18,Price change,279900,3,3,2050,3049
5210,"8 Foxtail Ct, Newark, DE",19711,8/10/18,Pending sale,279900,3,3,2050,3049
5211,"8 Foxtail Ct, Newark, DE",19711,10/9/18,Listing removed,279900,3,3,2050,3049
5212,"8 Foxtail Ct, Newark, DE",19711,10/29/18,Sold,270000,3,3,2050,3049
5307,"9 Cedar Ct, Newark, DE",19702,11/5/08,Sold,907820,3,3,2050,NA
5308,"9 Cedar Ct, Newark, DE",19702,9/30/10,Listed for sale,194900,3,3,2050,NA
5309,"9 Cedar Ct, Newark, DE",19702,12/17/10,Listing removed,194900,3,3,2050,NA
5310,"9 Cedar Ct, Newark, DE",19702,12/22/10,Sold,185000,3,3,2050,NA
5311,"9 Cedar Ct, Newark, DE",19702,3/5/18,Listed for sale,245000,3,3,2050,NA
5312,"9 Cedar Ct, Newark, DE",19702,3/12/18,Listing removed,245000,3,3,2050,NA
5313,"9 Cedar Ct, Newark, DE",19702,4/20/18,Sold,245000,3,3,2050,NA
5371,"915 8th St, Newark, DE",19711,5/16/17,Listed for sale,204900,3,2.5,2050,5662
5372,"915 8th St, Newark, DE",19711,6/13/17,Pending sale,204900,3,2.5,2050,5662
5373,"915 8th St, Newark, DE",19711,6/13/17,Pending sale,204900,3,2.5,2050,5662
5374,"915 8th St, Newark, DE",19711,7/10/17,Listing removed,204900,3,2.5,2050,5662
5375,"915 8th St, Newark, DE",19711,7/20/17,Sold,202000,3,2.5,2050,5662
5510,"103 Devalinder Dr, Newark, DE",19702,11/20/07,Sold,940000,2,2,2050,8276
5511,"103 Devalinder Dr, Newark, DE",19702,10/20/14,Sold,371955,2,2,2050,8276
5512,"103 Devalinder Dr, Newark, DE",19702,9/19/17,Sold,376000,2,2,2050,8276
6471,"273 Old Paper Mill Rd, Newark, DE",19711,6/22/16,Sold,260000,3,2,2050,NA
7247,"435 Pierce Run, Newark, DE",19702,7/11/08,Sold,359883,3,3,2050,3484
7248,"435 Pierce Run, Newark, DE",19702,11/26/08,Sold,286575,3,3,2050,3484
7249,"435 Pierce Run, Newark, DE",19702,9/10/13,Listed for sale,285000,3,3,2050,3484
7250,"435 Pierce Run, Newark, DE",19702,12/4/13,Price change,2849000,3,3,2050,3484
7251,"435 Pierce Run, Newark, DE",19702,2/13/14,Price change,279900,3,3,2050,3484
7252,"435 Pierce Run, Newark, DE",19702,4/3/14,Price change,276900,3,3,2050,3484
7253,"435 Pierce Run, Newark, DE",19702,4/22/14,Price change,274900,3,3,2050,3484
7254,"435 Pierce Run, Newark, DE",19702,11/2/14,Listing removed,274900,3,3,2050,3484
7255,"435 Pierce Run, Newark, DE",19702,12/17/14,Listed for sale,264900,3,3,2050,3484
7256,"435 Pierce Run, Newark, DE",19702,12/17/14,Listing removed,264900,3,3,2050,3484
7257,"435 Pierce Run, Newark, DE",19702,2/11/15,Sold,253000,3,3,2050,3484
7258,"435 Pierce Run, Newark, DE",19702,10/3/16,Listed for sale,295000,3,3,2050,3484
7259,"435 Pierce Run, Newark, DE",19702,1/20/17,Listing removed,295000,3,3,2050,3484
7260,"435 Pierce Run, Newark, DE",19702,2/27/17,Listed for sale,280000,3,3,2050,3484
7261,"435 Pierce Run, Newark, DE",19702,4/17/17,Pending sale,280000,3,3,2050,3484
7262,"435 Pierce Run, Newark, DE",19702,5/5/17,Listing removed,280000,3,3,2050,3484
7263,"435 Pierce Run, Newark, DE",19702,5/15/17,Sold,280000,3,3,2050,3484
7264,"435 Pierce Run, Newark, DE",19702,2/22/18,Listed for sale,284900,3,3,2050,3484
7265,"435 Pierce Run, Newark, DE",19702,3/1/18,Listing removed,284900,3,3,2050,3484
7266,"435 Pierce Run, Newark, DE",19702,4/17/18,Sold,280000,3,3,2050,3484
7409,"5 Palo Ln, Newark, DE",19702,8/15/05,Sold,350000,4,3,2050,10018
7410,"5 Palo Ln, Newark, DE",19702,8/1/18,Listed for sale,329900,4,3,2050,10018
7411,"5 Palo Ln, Newark, DE",19702,8/13/18,Listing removed,329900,4,3,2050,10018
7412,"5 Palo Ln, Newark, DE",19702,9/11/18,Sold,315000,4,3,2050,10018
7603,"6 Cherry Ct, Newark, DE",19713,9/6/14,Listed for sale,289900,3,3,2050,8276
7604,"6 Cherry Ct, Newark, DE",19713,9/16/14,Listing removed,289900,3,3,2050,8276
7605,"6 Cherry Ct, Newark, DE",19713,11/18/14,Sold,285000,3,3,2050,8276
7606,"6 Cherry Ct, Newark, DE",19713,1/25/18,Listed for sale,313000,3,3,2050,8276
7607,"6 Cherry Ct, Newark, DE",19713,1/28/18,Price change,325500,3,3,2050,8276
7608,"6 Cherry Ct, Newark, DE",19713,2/14/18,Pending sale,325500,3,3,2050,8276
7609,"6 Cherry Ct, Newark, DE",19713,3/15/18,Sold,325500,3,3,2050,8276
12,"1 Oak Ave, Newark, DE",19711,11/13/15,Listed for sale,265000,5,2.5,2072,9148
13,"1 Oak Ave, Newark, DE",19711,2/5/16,Price change,249900,5,2.5,2072,9148
14,"1 Oak Ave, Newark, DE",19711,3/18/16,Listing removed,249900,5,2.5,2072,9148
15,"1 Oak Ave, Newark, DE",19711,7/13/16,Listed for sale,249900,5,2.5,2072,9148
16,"1 Oak Ave, Newark, DE",19711,8/31/16,Price change,239900,5,2.5,2072,9148
17,"1 Oak Ave, Newark, DE",19711,10/12/16,Price change,228900,5,2.5,2072,9148
18,"1 Oak Ave, Newark, DE",19711,12/16/16,Price change,214000,5,2.5,2072,9148
19,"1 Oak Ave, Newark, DE",19711,12/31/16,Listing removed,214000,5,2.5,2072,9148
20,"1 Oak Ave, Newark, DE",19711,2/15/17,Sold,214000,5,2.5,2072,9148
3111,"131 Fantasia Dr, Newark, DE",19713,8/1/06,Sold,255000,3,2,2074,7405
3112,"131 Fantasia Dr, Newark, DE",19713,5/1/18,Sold,220000,3,2,2074,7405
3113,"131 Fantasia Dr, Newark, DE",19713,6/7/18,Listed for sale,143000,3,2,2074,7405
3114,"131 Fantasia Dr, Newark, DE",19713,6/15/18,Listing removed,143000,3,2,2074,7405
3115,"131 Fantasia Dr, Newark, DE",19713,7/20/18,Sold,141000,3,2,2074,7405
24,"10 Barnard St, Newark, DE",19711,10/24/09,Listed for sale,265000,4,3,2075,8276
25,"10 Barnard St, Newark, DE",19711,11/21/09,Listing removed,265000,4,3,2075,8276
26,"10 Barnard St, Newark, DE",19711,4/5/10,Sold,122500,4,3,2075,8276
27,"10 Barnard St, Newark, DE",19711,6/30/17,Listed for sale,280000,4,3,2075,8276
28,"10 Barnard St, Newark, DE",19711,7/26/17,Price change,270000,4,3,2075,8276
29,"10 Barnard St, Newark, DE",19711,8/10/17,Pending sale,270000,4,3,2075,8276
30,"10 Barnard St, Newark, DE",19711,8/22/17,Back on market,270000,4,3,2075,8276
31,"10 Barnard St, Newark, DE",19711,9/12/17,Pending sale,270000,4,3,2075,8276
32,"10 Barnard St, Newark, DE",19711,10/4/17,Listing removed,270000,4,3,2075,8276
33,"10 Barnard St, Newark, DE",19711,10/15/17,Sold,267000,4,3,2075,8276
141,"104 Briar Ln, Newark, DE",19711,7/28/16,Listed for sale,305000,3,3,2075,NA
142,"104 Briar Ln, Newark, DE",19711,8/12/16,Listing removed,305000,3,3,2075,NA
143,"104 Briar Ln, Newark, DE",19711,9/28/16,Sold,3.00E+05,3,3,2075,NA
546,"15 Bender Dr, Newark, DE",19711,12/22/18,Listed for sale,280000,4,2.5,2075,10018
547,"15 Bender Dr, Newark, DE",19711,1/11/19,Price change,246000,4,2.5,2075,10018
548,"15 Bender Dr, Newark, DE",19711,1/23/19,Sold,235000,4,2.5,2075,10018
549,"15 Bender Dr, Newark, DE",19711,3/25/19,Sold,260000,4,2.5,2075,10018
591,"159 Woodshade Dr, Newark, DE",19702,3/5/19,Listed for sale,289888,4,3,2075,8712
592,"159 Woodshade Dr, Newark, DE",19702,3/21/19,Price change,279888,4,3,2075,8712
593,"159 Woodshade Dr, Newark, DE",19702,3/26/19,Pending sale,279888,4,3,2075,8712
594,"159 Woodshade Dr, Newark, DE",19702,5/6/19,Sold,279888,4,3,2075,8712
632,"17 Boyds Valley Dr, Newark, DE",19711,5/3/17,Listed for sale,259000,4,2,2075,10018
633,"17 Boyds Valley Dr, Newark, DE",19711,6/12/17,Pending sale,259000,4,2,2075,10018
634,"17 Boyds Valley Dr, Newark, DE",19711,6/13/17,Listing removed,259000,4,2,2075,10018
635,"17 Boyds Valley Dr, Newark, DE",19711,7/18/17,Sold,250000,4,2,2075,10018
1395,"323 Ware Rd, Newark, DE",19711,10/29/93,Sold,149000,4,3,2075,8712
1396,"323 Ware Rd, Newark, DE",19711,2/22/19,Listed for sale,310000,4,3,2075,8712
1397,"323 Ware Rd, Newark, DE",19711,2/22/19,Pending sale,310000,4,3,2075,8712
1398,"323 Ware Rd, Newark, DE",19711,6/3/19,Listing removed,310000,4,3,2075,8712
1399,"323 Ware Rd, Newark, DE",19711,6/3/19,Sold,302000,4,3,2075,8712
1697,"47 E Park Pl, Newark, DE",19711,12/6/06,Sold,325000,4,1.5,2075,7840
1698,"47 E Park Pl, Newark, DE",19711,1/30/18,Sold,315000,4,1.5,2075,7840
1882,"6 Arlington St, Newark, DE",19711,8/2/01,Sold,189500,4,2.5,2075,9147
1883,"6 Arlington St, Newark, DE",19711,8/27/10,Listed for sale,289900,4,2.5,2075,9147
1884,"6 Arlington St, Newark, DE",19711,11/28/10,Price change,274900,4,2.5,2075,9147
1885,"6 Arlington St, Newark, DE",19711,5/21/11,Price change,259900,4,2.5,2075,9147
1886,"6 Arlington St, Newark, DE",19711,8/7/11,Price change,249900,4,2.5,2075,9147
1887,"6 Arlington St, Newark, DE",19711,9/3/11,Listing removed,249900,4,2.5,2075,9147
1888,"6 Arlington St, Newark, DE",19711,12/1/11,Sold,230000,4,2.5,2075,9147
1889,"6 Arlington St, Newark, DE",19711,10/18/16,Listed for sale,279900,4,2.5,2075,9147
1890,"6 Arlington St, Newark, DE",19711,10/21/16,Listing removed,279900,4,2.5,2075,9147
1891,"6 Arlington St, Newark, DE",19711,12/2/16,Sold,279900,4,2.5,2075,9147
1892,"6 Barnard St, Newark, DE",19711,5/2/02,Sold,215000,4,3,2075,NA
1893,"6 Barnard St, Newark, DE",19711,8/27/11,Listed for sale,299900,4,3,2075,NA
1894,"6 Barnard St, Newark, DE",19711,11/1/11,Price change,289900,4,3,2075,NA
1895,"6 Barnard St, Newark, DE",19711,11/29/11,Price change,279900,4,3,2075,NA
1896,"6 Barnard St, Newark, DE",19711,3/8/12,Listing removed,279900,4,3,2075,NA
1897,"6 Barnard St, Newark, DE",19711,1/31/17,Listed for sale,272000,4,3,2075,NA
1898,"6 Barnard St, Newark, DE",19711,2/14/17,Listing removed,272000,4,3,2075,NA
1899,"6 Barnard St, Newark, DE",19711,5/1/17,Sold,272000,4,3,2075,NA
2045,"712 Susquehanna Cir, Newark, DE",19711,8/3/01,Sold,110000,4,2,2075,8276
2046,"712 Susquehanna Cir, Newark, DE",19711,6/16/16,Listed for sale,235000,4,2,2075,8276
2047,"712 Susquehanna Cir, Newark, DE",19711,9/8/16,Sold,235000,4,2,2075,8276
2054,"724 Fawn Rd, Newark, DE",19711,6/7/17,Listed for sale,375000,3,2,2075,NA
2055,"724 Fawn Rd, Newark, DE",19711,6/13/17,Listing removed,375000,3,2,2075,NA
2056,"724 Fawn Rd, Newark, DE",19711,6/13/17,Pending sale,375000,3,2,2075,NA
2057,"724 Fawn Rd, Newark, DE",19711,7/31/17,Sold,375000,3,2,2075,NA
2068,"730 Colgate Ln, Newark, DE",19711,11/3/17,Sold,280000,4,1.5,2075,10454
2758,"108 Mary Dr, Newark, DE",19702,6/11/08,Listed for sale,360000,3,2,2075,NA
2759,"108 Mary Dr, Newark, DE",19702,8/30/08,Price change,350000,3,2,2075,NA
2760,"108 Mary Dr, Newark, DE",19702,9/16/08,Price change,337500,3,2,2075,NA
2761,"108 Mary Dr, Newark, DE",19702,11/21/08,Listing removed,337500,3,2,2075,NA
2762,"108 Mary Dr, Newark, DE",19702,4/10/09,Listed for sale,299900,3,2,2075,NA
2763,"108 Mary Dr, Newark, DE",19702,7/12/09,Price change,289900,3,2,2075,NA
2764,"108 Mary Dr, Newark, DE",19702,10/20/09,Listing removed,289900,3,2,2075,NA
2765,"108 Mary Dr, Newark, DE",19702,6/30/10,Listed for sale,269900,3,2,2075,NA
2766,"108 Mary Dr, Newark, DE",19702,8/27/10,Listing removed,269900,3,2,2075,NA
2767,"108 Mary Dr, Newark, DE",19702,10/25/10,Sold,260000,3,2,2075,NA
2768,"108 Mary Dr, Newark, DE",19702,1/10/17,Listed for sale,274900,3,2,2075,NA
2769,"108 Mary Dr, Newark, DE",19702,1/18/17,Pending sale,274900,3,2,2075,NA
2770,"108 Mary Dr, Newark, DE",19702,1/26/17,Listing removed,274900,3,2,2075,NA
2771,"108 Mary Dr, Newark, DE",19702,2/28/17,Sold,264900,3,2,2075,NA
3072,"13 Cognac Dr, Newark, DE",19702,1/28/11,Listing removed,259900,4,3,2075,7405
3073,"13 Cognac Dr, Newark, DE",19702,11/6/18,Listed for sale,269000,4,3,2075,7405
3074,"13 Cognac Dr, Newark, DE",19702,11/9/18,Listing removed,269000,4,3,2075,7405
3075,"13 Cognac Dr, Newark, DE",19702,12/28/18,Sold,272000,4,3,2075,7405
3420,"18 Pine Pl, Newark, DE",19711,11/27/02,Sold,270000,3,3,2075,NA
3421,"18 Pine Pl, Newark, DE",19711,4/16/18,Listed for sale,379000,3,3,2075,NA
3422,"18 Pine Pl, Newark, DE",19711,4/16/18,Price change,379900,3,3,2075,NA
3423,"18 Pine Pl, Newark, DE",19711,6/15/18,Sold,389000,3,3,2075,NA
3827,"24 Blue Fox Ct, Newark, DE",19711,6/28/05,Sold,279000,3,2.1,2075,5227
3828,"24 Blue Fox Ct, Newark, DE",19711,6/24/08,Sold,302000,3,2.1,2075,5227
3829,"24 Blue Fox Ct, Newark, DE",19711,5/15/17,Listed for sale,299900,3,2.1,2075,5227
3830,"24 Blue Fox Ct, Newark, DE",19711,5/23/17,Listing removed,299900,3,2.1,2075,5227
3831,"24 Blue Fox Ct, Newark, DE",19711,5/23/17,Pending sale,299900,3,2.1,2075,5227
3832,"24 Blue Fox Ct, Newark, DE",19711,7/9/17,Sold,297900,3,2.1,2075,5227
3891,"26 Broadleaf Dr, Newark, DE",19702,6/16/16,Listed for sale,233425,4,2,2075,NA
3892,"26 Broadleaf Dr, Newark, DE",19702,11/28/16,Price change,229500,4,2,2075,NA
3893,"26 Broadleaf Dr, Newark, DE",19702,1/26/17,Listing removed,229500,4,2,2075,NA
3894,"26 Broadleaf Dr, Newark, DE",19702,2/23/17,Sold,230000,4,2,2075,NA
3924,"27 Renee Ln, Newark, DE",19711,7/10/01,Sold,228000,3,3,2075,NA
3925,"27 Renee Ln, Newark, DE",19711,4/15/18,Listed for sale,389900,3,3,2075,NA
3926,"27 Renee Ln, Newark, DE",19711,4/17/18,Pending sale,389900,3,3,2075,NA
3927,"27 Renee Ln, Newark, DE",19711,6/1/18,Sold,385000,3,3,2075,NA
4274,"33 Renee Ln, Newark, DE",19711,3/1/02,Sold,245000,3,3,2075,NA
4275,"33 Renee Ln, Newark, DE",19711,11/13/07,Listed for sale,394900,3,3,2075,NA
4276,"33 Renee Ln, Newark, DE",19711,1/5/08,Price change,374900,3,3,2075,NA
4277,"33 Renee Ln, Newark, DE",19711,1/18/08,Listing removed,374900,3,3,2075,NA
4278,"33 Renee Ln, Newark, DE",19711,5/14/08,Sold,360000,3,3,2075,NA
4279,"33 Renee Ln, Newark, DE",19711,4/10/18,Listed for sale,372900,3,3,2075,NA
4280,"33 Renee Ln, Newark, DE",19711,4/17/18,Price change,359900,3,3,2075,NA
4281,"33 Renee Ln, Newark, DE",19711,5/23/18,Price change,375000,3,3,2075,NA
4282,"33 Renee Ln, Newark, DE",19711,6/15/18,Listing removed,375000,3,3,2075,NA
4283,"33 Renee Ln, Newark, DE",19711,7/9/18,Sold,375000,3,3,2075,NA
4364,"37 Helios Ct, Newark, DE",19711,5/25/11,Listed for sale,228900,4,3,2075,NA
4365,"37 Helios Ct, Newark, DE",19711,10/5/11,Listing removed,228900,4,3,2075,NA
