,Address,Zip,Date,Event,Price,Beds,Baths,SqrFt,LotSize
9270,"32 Mccord Dr, Newark, DE",19713,5/25/04,Sold,739500,4,1.5,234,7840
9271,"32 Mccord Dr, Newark, DE",19713,2/9/19,Listed for sale,219900,4,1.5,234,7840
9272,"32 Mccord Dr, Newark, DE",19713,2/12/19,Listing removed,219900,4,1.5,234,7840
9273,"32 Mccord Dr, Newark, DE",19713,3/15/19,Sold,225000,4,1.5,234,7840
9743,"688 Old Baltimore Pike, Newark, DE",19702,3/28/08,Sold,129100,1,1,300,40075
9744,"688 Old Baltimore Pike, Newark, DE",19702,5/1/17,Sold,127500,1,1,300,40075
11033,"205 Country Club Dr, Newark, DE",19711,12/26/17,Listed for sale,250000,4,2.5,525,NA
11034,"205 Country Club Dr, Newark, DE",19711,1/9/18,Listing removed,250000,4,2.5,525,NA
11035,"205 Country Club Dr, Newark, DE",19711,1/30/18,Sold,236000,4,2.5,525,NA
864,"2079 Pleasant Valley Rd, Newark, DE",19702,12/21/08,Listed for sale,150000,3,1,580,95832
865,"2079 Pleasant Valley Rd, Newark, DE",19702,3/16/09,Sold,650000,3,1,580,95832
866,"2079 Pleasant Valley Rd, Newark, DE",19702,10/19/18,Listed for sale,133000,3,1,580,95832
867,"2079 Pleasant Valley Rd, Newark, DE",19702,2/15/19,Pending sale,133000,3,1,580,95832
868,"2079 Pleasant Valley Rd, Newark, DE",19702,3/6/19,Back on market,133000,3,1,580,95832
869,"2079 Pleasant Valley Rd, Newark, DE",19702,3/6/19,Pending sale,133000,3,1,580,95832
870,"2079 Pleasant Valley Rd, Newark, DE",19702,4/1/19,Sold,104500,3,1,580,95832
21508,"17 E Village Rd, Newark, DE",19713,12/3/03,Sold,129000,1,1,650,NA
21509,"17 E Village Rd, Newark, DE",19713,7/24/17,Listed for sale,1.00E+05,1,1,650,NA
21510,"17 E Village Rd, Newark, DE",19713,10/11/17,Sold,109226,1,1,650,NA
21511,"17 E Village Rd, Newark, DE",19713,12/22/17,Sold,1.00E+05,1,1,650,NA
22132,"27 W Village Rd, Newark, DE",19713,7/1/04,Sold,135000,1,1,650,NA
22133,"27 W Village Rd, Newark, DE",19713,10/13/05,Sold,155000,1,1,650,NA
22134,"27 W Village Rd, Newark, DE",19713,4/12/07,Sold,162500,1,1,650,NA
22135,"27 W Village Rd, Newark, DE",19713,2/8/17,Listed for sale,125000,1,1,650,NA
22136,"27 W Village Rd, Newark, DE",19713,3/3/17,Price change,119500,1,1,650,NA
22137,"27 W Village Rd, Newark, DE",19713,5/3/17,Price change,115000,1,1,650,NA
22138,"27 W Village Rd, Newark, DE",19713,7/13/17,Price change,112500,1,1,650,NA
22139,"27 W Village Rd, Newark, DE",19713,8/10/17,Pending sale,112500,1,1,650,NA
22140,"27 W Village Rd, Newark, DE",19713,8/10/17,Price change,110000,1,1,650,NA
22141,"27 W Village Rd, Newark, DE",19713,10/16/17,Listing removed,110000,1,1,650,NA
22142,"27 W Village Rd, Newark, DE",19713,12/23/18,Listed for sale,115900,1,1,650,NA
22143,"27 W Village Rd, Newark, DE",19713,5/9/19,Listing removed,115900,1,1,650,NA
22144,"27 W Village Rd, Newark, DE",19713,5/15/19,Sold,110000,1,1,650,NA
22255,"32 W Village Rd, Newark, DE",19713,6/18/02,Sold,110000,1,1,650,NA
22256,"32 W Village Rd, Newark, DE",19713,7/3/08,Listed for sale,129000,1,1,650,NA
22257,"32 W Village Rd, Newark, DE",19713,10/8/08,Price change,115000,1,1,650,NA
22258,"32 W Village Rd, Newark, DE",19713,2/1/09,Listing removed,115000,1,1,650,NA
22259,"32 W Village Rd, Newark, DE",19713,3/3/09,Sold,115000,1,1,650,NA
22260,"32 W Village Rd, Newark, DE",19713,9/14/17,Listed for sale,125000,1,1,650,NA
22261,"32 W Village Rd, Newark, DE",19713,10/2/17,Back on market,125000,1,1,650,NA
22262,"32 W Village Rd, Newark, DE",19713,10/2/17,Back on market,125000,1,1,650,NA
22263,"32 W Village Rd, Newark, DE",19713,10/2/17,Pending sale,125000,1,1,650,NA
22264,"32 W Village Rd, Newark, DE",19713,10/2/17,Pending sale,125000,1,1,650,NA
22265,"32 W Village Rd, Newark, DE",19713,10/20/17,Back on market,125000,1,1,650,NA
22266,"32 W Village Rd, Newark, DE",19713,10/20/17,Pending sale,125000,1,1,650,NA
22267,"32 W Village Rd, Newark, DE",19713,11/20/17,Pending sale,125000,1,1,650,NA
22268,"32 W Village Rd, Newark, DE",19713,12/6/17,Back on market,125000,1,1,650,NA
22269,"32 W Village Rd, Newark, DE",19713,12/6/17,Back on market,125000,1,1,650,NA
22270,"32 W Village Rd, Newark, DE",19713,12/6/17,Pending sale,125000,1,1,650,NA
22271,"32 W Village Rd, Newark, DE",19713,1/2/18,Listing removed,125000,1,1,650,NA
22272,"32 W Village Rd, Newark, DE",19713,2/20/18,Listed for sale,115000,1,1,650,NA
22273,"32 W Village Rd, Newark, DE",19713,3/19/18,Pending sale,115000,1,1,650,NA
22274,"32 W Village Rd, Newark, DE",19713,3/20/18,Listing removed,115000,1,1,650,NA
22275,"32 W Village Rd, Newark, DE",19713,6/26/18,Listed for sale,115000,1,1,650,NA
22276,"32 W Village Rd, Newark, DE",19713,6/26/18,Pending sale,115000,1,1,650,NA
22277,"32 W Village Rd, Newark, DE",19713,6/29/18,Sold,115000,1,1,650,NA
13440,"20 Glyn Dr, Newark, DE",19713,1/8/19,Listed for sale,230000,3,2,700,7840
13441,"20 Glyn Dr, Newark, DE",19713,1/19/19,Pending sale,230000,3,2,700,7840
13442,"20 Glyn Dr, Newark, DE",19713,2/28/19,Sold,230000,3,2,700,7840
8871,"218 W Park Pl, Newark, DE",19711,6/3/02,Sold,121500,3,1,725,7405
8872,"218 W Park Pl, Newark, DE",19711,5/23/05,Sold,165000,3,1,725,7405
8873,"218 W Park Pl, Newark, DE",19711,11/3/05,Sold,2.00E+05,3,1,725,7405
8874,"218 W Park Pl, Newark, DE",19711,8/4/17,Listed for sale,179900,3,1,725,7405
8875,"218 W Park Pl, Newark, DE",19711,8/18/17,Pending sale,179900,3,1,725,7405
8876,"218 W Park Pl, Newark, DE",19711,9/27/17,Sold,170000,3,1,725,7405
8877,"218 W Park Pl, Newark, DE",19711,10/13/17,Listing removed,135000,3,1,725,7405
8878,"218 W Park Pl, Newark, DE",19711,11/12/18,Listing removed,150000,3,1,725,7405
10992,"2014 Pleasant Valley Rd, Newark, DE",19702,11/2/18,Listed for sale,174900,2,1,725,NA
10993,"2014 Pleasant Valley Rd, Newark, DE",19702,2/19/19,Pending sale,174900,2,1,725,NA
10994,"2014 Pleasant Valley Rd, Newark, DE",19702,2/26/19,Listing removed,174900,2,1,725,NA
10995,"2014 Pleasant Valley Rd, Newark, DE",19702,4/5/19,Sold,165000,2,1,725,NA
11534,"39 Chambers St, Newark, DE",19711,11/5/18,Listed for sale,239000,2,1.5,725,4791
11535,"39 Chambers St, Newark, DE",19711,11/6/18,Listing removed,239000,2,1.5,725,4791
11536,"39 Chambers St, Newark, DE",19711,11/27/18,Sold,301000,2,1.5,725,4791
20545,"608 Waters Edge Dr, Newark, DE",19702,2/16/05,Sold,119000,2,2,750,NA
20546,"608 Waters Edge Dr, Newark, DE",19702,4/23/08,Listed for sale,169900,2,2,750,NA
20547,"608 Waters Edge Dr, Newark, DE",19702,5/4/08,Listing removed,169900,2,2,750,NA
20548,"608 Waters Edge Dr, Newark, DE",19702,5/5/08,Listed for sale,169900,2,2,750,NA
20549,"608 Waters Edge Dr, Newark, DE",19702,5/29/08,Price change,165000,2,2,750,NA
20550,"608 Waters Edge Dr, Newark, DE",19702,8/13/08,Listing removed,165000,2,2,750,NA
20551,"608 Waters Edge Dr, Newark, DE",19702,10/24/16,Listing removed,120000,2,2,750,NA
20552,"608 Waters Edge Dr, Newark, DE",19702,2/23/18,Listing removed,125000,2,2,750,NA
20553,"608 Waters Edge Dr, Newark, DE",19702,3/8/18,Listed for sale,119000,2,2,750,NA
20554,"608 Waters Edge Dr, Newark, DE",19702,3/22/18,Listing removed,119000,2,2,750,NA
20555,"608 Waters Edge Dr, Newark, DE",19702,4/20/18,Sold,113000,2,2,750,NA
15333,"10 Burns Way, Newark, DE",19702,3/30/04,Sold,108000,2,1,775,6969
15334,"10 Burns Way, Newark, DE",19702,4/23/11,Price change,129985,2,1,775,6969
15335,"10 Burns Way, Newark, DE",19702,6/14/11,Price change,124985,2,1,775,6969
15336,"10 Burns Way, Newark, DE",19702,9/9/11,Listing removed,124985,2,1,775,6969
15337,"10 Burns Way, Newark, DE",19702,10/25/16,Listed for sale,115000,2,1,775,6969
15338,"10 Burns Way, Newark, DE",19702,3/3/17,Price change,112900,2,1,775,6969
15339,"10 Burns Way, Newark, DE",19702,3/29/17,Pending sale,112900,2,1,775,6969
15340,"10 Burns Way, Newark, DE",19702,5/10/17,Sold,109000,2,1,775,6969
15523,"11 Strauss Way, Newark, DE",19702,12/20/11,Listed for sale,649000,2,1,775,7840
15524,"11 Strauss Way, Newark, DE",19702,12/20/11,Sold,793170,2,1,775,7840
15525,"11 Strauss Way, Newark, DE",19702,1/7/12,Price change,639000,2,1,775,7840
15526,"11 Strauss Way, Newark, DE",19702,1/28/12,Price change,609000,2,1,775,7840
15527,"11 Strauss Way, Newark, DE",19702,4/4/12,Price change,549000,2,1,775,7840
15528,"11 Strauss Way, Newark, DE",19702,5/10/12,Listing removed,549000,2,1,775,7840
15529,"11 Strauss Way, Newark, DE",19702,9/6/12,Listed for sale,NA,2,1,775,7840
15530,"11 Strauss Way, Newark, DE",19702,12/1/12,Price change,545000,2,1,775,7840
15531,"11 Strauss Way, Newark, DE",19702,3/1/13,Listing removed,545000,2,1,775,7840
15532,"11 Strauss Way, Newark, DE",19702,3/6/13,Sold,525000,2,1,775,7840
15533,"11 Strauss Way, Newark, DE",19702,9/5/18,Listed for sale,155000,2,1,775,7840
15534,"11 Strauss Way, Newark, DE",19702,9/21/18,Pending sale,155000,2,1,775,7840
15535,"11 Strauss Way, Newark, DE",19702,10/30/18,Sold,155000,2,1,775,7840
16248,"2 Wright Cir, Newark, DE",19702,9/4/07,Sold,155000,2,1,775,7405
16249,"2 Wright Cir, Newark, DE",19702,9/12/17,Sold,793250,2,1,775,7405
16250,"2 Wright Cir, Newark, DE",19702,10/6/17,Listed for sale,139900,2,1,775,7405
16251,"2 Wright Cir, Newark, DE",19702,11/15/17,Price change,134900,2,1,775,7405
16252,"2 Wright Cir, Newark, DE",19702,11/17/17,Price change,139900,2,1,775,7405
16253,"2 Wright Cir, Newark, DE",19702,11/19/17,Price change,134900,2,1,775,7405
16254,"2 Wright Cir, Newark, DE",19702,12/15/17,Price change,129900,2,1,775,7405
16255,"2 Wright Cir, Newark, DE",19702,1/19/18,Price change,127900,2,1,775,7405
16256,"2 Wright Cir, Newark, DE",19702,2/6/18,Listing removed,127900,2,1,775,7405
16257,"2 Wright Cir, Newark, DE",19702,2/6/18,Pending sale,127900,2,1,775,7405
16258,"2 Wright Cir, Newark, DE",19702,3/26/18,Sold,125000,2,1,775,7405
16877,"31 Poe Way, Newark, DE",19702,2/21/17,Listed for sale,155000,2,1,775,7840
16878,"31 Poe Way, Newark, DE",19702,4/10/17,Price change,150000,2,1,775,7840
16879,"31 Poe Way, Newark, DE",19702,4/21/17,Listing removed,150000,2,1,775,7840
16880,"31 Poe Way, Newark, DE",19702,4/21/17,Pending sale,150000,2,1,775,7840
16881,"31 Poe Way, Newark, DE",19702,5/31/17,Sold,150000,2,1,775,7840
17639,"5 Poe Way, Newark, DE",19702,2/13/06,Sold,125000,2,1,775,7840
17640,"5 Poe Way, Newark, DE",19702,10/3/17,Listed for sale,139900,2,1,775,7840
17641,"5 Poe Way, Newark, DE",19702,10/16/17,Price change,137900,2,1,775,7840
17642,"5 Poe Way, Newark, DE",19702,2/1/18,Listing removed,137900,2,1,775,7840
17643,"5 Poe Way, Newark, DE",19702,7/19/18,Listed for sale,144900,2,1,775,7840
17644,"5 Poe Way, Newark, DE",19702,7/23/18,Price change,139900,2,1,775,7840
17645,"5 Poe Way, Newark, DE",19702,8/15/18,Price change,134900,2,1,775,7840
17646,"5 Poe Way, Newark, DE",19702,9/5/18,Price change,129990,2,1,775,7840
17647,"5 Poe Way, Newark, DE",19702,9/17/18,Pending sale,129990,2,1,775,7840
17648,"5 Poe Way, Newark, DE",19702,10/15/18,Sold,128900,2,1,775,7840
17673,"5 Strauss Way, Newark, DE",19702,7/12/17,Listed for sale,105000,2,1,775,7840
17674,"5 Strauss Way, Newark, DE",19702,8/4/17,Pending sale,105000,2,1,775,7840
17675,"5 Strauss Way, Newark, DE",19702,8/5/17,Listing removed,105000,2,1,775,7840
17676,"5 Strauss Way, Newark, DE",19702,9/8/17,Sold,1.00E+05,2,1,775,7840
18347,"9 Stevenson Way, Newark, DE",19702,1/5/17,Listed for sale,133300,2,1,775,6969
18348,"9 Stevenson Way, Newark, DE",19702,2/20/17,Price change,125000,2,1,775,6969
18349,"9 Stevenson Way, Newark, DE",19702,4/18/17,Listing removed,125000,2,1,775,6969
18350,"9 Stevenson Way, Newark, DE",19702,6/1/17,Sold,125000,2,1,775,6969
17565,"5 Archer Way, Newark, DE",19702,5/3/04,Sold,116000,2,1,783,7405
17566,"5 Archer Way, Newark, DE",19702,6/21/17,Listed for sale,145000,2,1,783,7405
17567,"5 Archer Way, Newark, DE",19702,7/12/17,Price change,142500,2,1,783,7405
17568,"5 Archer Way, Newark, DE",19702,8/7/17,Pending sale,142500,2,1,783,7405
17569,"5 Archer Way, Newark, DE",19702,8/23/17,Listing removed,142500,2,1,783,7405
17570,"5 Archer Way, Newark, DE",19702,9/11/17,Sold,142500,2,1,783,7405
18221,"8 Strauss Way, Newark, DE",19702,9/3/09,Listed for sale,160000,2,1,783,6000
18222,"8 Strauss Way, Newark, DE",19702,11/24/09,Listing removed,160000,2,1,783,6000
18223,"8 Strauss Way, Newark, DE",19702,4/22/10,Sold,149900,2,1,783,6000
18224,"8 Strauss Way, Newark, DE",19702,5/18/17,Listed for sale,149900,2,1,783,6000
18225,"8 Strauss Way, Newark, DE",19702,6/1/17,Price change,144900,2,1,783,6000
18226,"8 Strauss Way, Newark, DE",19702,6/7/17,Pending sale,144900,2,1,783,6000
18227,"8 Strauss Way, Newark, DE",19702,6/23/17,Listing removed,144900,2,1,783,6000
18228,"8 Strauss Way, Newark, DE",19702,7/31/17,Sold,144900,2,1,783,6000
11164,"22 Georgian Cir, Newark, DE",19711,4/5/19,Sold,235000,4,2.5,800,NA
18166,"771 White Rock Rd, Bear, DE",19701,10/22/14,Listed for sale,109900,2,1,800,6534
18167,"771 White Rock Rd, Bear, DE",19701,1/14/15,Listing removed,109900,2,1,800,6534
18168,"771 White Rock Rd, Bear, DE",19701,2/21/15,Listed for sale,105000,2,1,800,6534
18169,"771 White Rock Rd, Bear, DE",19701,3/13/15,Pending sale,105000,2,1,800,6534
18170,"771 White Rock Rd, Bear, DE",19701,3/16/15,Listing removed,105000,2,1,800,6534
18171,"771 White Rock Rd, Bear, DE",19701,4/23/15,Sold,105000,2,1,800,6534
18172,"771 White Rock Rd, Bear, DE",19701,2/26/18,Listed for sale,129000,2,1,800,6534
18173,"771 White Rock Rd, Bear, DE",19701,3/19/18,Listing removed,129000,2,1,800,6534
18174,"771 White Rock Rd, Bear, DE",19701,3/19/18,Pending sale,129000,2,1,800,6534
18175,"771 White Rock Rd, Bear, DE",19701,4/20/18,Sold,129000,2,1,800,6534
18176,"775 White Rock Rd, Bear, DE",19701,11/22/04,Sold,724990,2,1,800,2613
18177,"775 White Rock Rd, Bear, DE",19701,4/29/05,Sold,731000,2,1,800,2613
18178,"775 White Rock Rd, Bear, DE",19701,7/3/07,Sold,115000,2,1,800,2613
18179,"775 White Rock Rd, Bear, DE",19701,10/8/18,Listed for sale,115000,2,1,800,2613
18180,"775 White Rock Rd, Bear, DE",19701,10/12/18,Listing removed,115000,2,1,800,2613
18181,"775 White Rock Rd, Bear, DE",19701,11/30/18,Sold,120000,2,1,800,2613
14874,"76 Welsh Tract Rd APT 110, Newark, DE",19713,6/28/96,Sold,569000,2,1,809,NA
14875,"76 Welsh Tract Rd APT 110, Newark, DE",19713,10/20/00,Sold,440000,2,1,809,NA
14876,"76 Welsh Tract Rd APT 110, Newark, DE",19713,1/23/01,Sold,5.00E+05,2,1,809,NA
14877,"76 Welsh Tract Rd APT 110, Newark, DE",19713,9/28/01,Sold,590000,2,1,809,NA
14878,"76 Welsh Tract Rd APT 110, Newark, DE",19713,4/25/02,Sold,610000,2,1,809,NA
14879,"76 Welsh Tract Rd APT 110, Newark, DE",19713,6/30/03,Sold,6.00E+05,2,1,809,NA
14880,"76 Welsh Tract Rd APT 110, Newark, DE",19713,8/15/03,Sold,785000,2,1,809,NA
14881,"76 Welsh Tract Rd APT 110, Newark, DE",19713,1/7/05,Sold,750000,2,1,809,NA
14882,"76 Welsh Tract Rd APT 110, Newark, DE",19713,5/12/05,Sold,950000,2,1,809,NA
14883,"76 Welsh Tract Rd APT 110, Newark, DE",19713,3/26/07,Sold,1.00E+05,2,1,809,NA
14884,"76 Welsh Tract Rd APT 110, Newark, DE",19713,2/15/11,Sold,870000,2,1,809,NA
14885,"76 Welsh Tract Rd APT 110, Newark, DE",19713,9/8/16,Sold,103500,2,1,809,NA
14886,"76 Welsh Tract Rd APT 110, Newark, DE",19713,6/8/17,Listed for sale,950000,2,1,809,NA
14887,"76 Welsh Tract Rd APT 110, Newark, DE",19713,6/12/17,Listing removed,950000,2,1,809,NA
15273,"1 Defoe Cir, Newark, DE",19702,9/10/01,Sold,905000,2,1,810,6969
15274,"1 Defoe Cir, Newark, DE",19702,7/2/04,Sold,585000,2,1,810,6969
15275,"1 Defoe Cir, Newark, DE",19702,11/29/07,Sold,159000,2,1,810,6969
15276,"1 Defoe Cir, Newark, DE",19702,3/20/09,Listed for sale,175000,2,1,810,6969
15277,"1 Defoe Cir, Newark, DE",19702,8/21/09,Listing removed,175000,2,1,810,6969
15278,"1 Defoe Cir, Newark, DE",19702,10/24/09,Listed for sale,158900,2,1,810,6969
15279,"1 Defoe Cir, Newark, DE",19702,12/12/09,Price change,148900,2,1,810,6969
15280,"1 Defoe Cir, Newark, DE",19702,2/13/10,Price change,138900,2,1,810,6969
15281,"1 Defoe Cir, Newark, DE",19702,10/15/10,Price change,NA,2,1,810,6969
15282,"1 Defoe Cir, Newark, DE",19702,11/16/10,Sold,146776,2,1,810,6969
15283,"1 Defoe Cir, Newark, DE",19702,12/22/10,Sold,840000,2,1,810,6969
15284,"1 Defoe Cir, Newark, DE",19702,4/5/19,Sold,140000,2,1,810,6969
9787,"7 Orchard Ave, Newark, DE",19711,10/2/02,Sold,1.00E+05,2,2,825,10018
9788,"7 Orchard Ave, Newark, DE",19711,7/10/18,Listed for sale,225000,2,2,825,10018
9789,"7 Orchard Ave, Newark, DE",19711,9/7/18,Price change,2249000,2,2,825,10018
9790,"7 Orchard Ave, Newark, DE",19711,9/21/18,Listed for sale,224900,2,2,825,10018
9791,"7 Orchard Ave, Newark, DE",19711,10/30/18,Price change,218500,2,2,825,10018
9792,"7 Orchard Ave, Newark, DE",19711,12/21/18,Listing removed,218500,2,2,825,10018
9793,"7 Orchard Ave, Newark, DE",19711,1/16/19,Sold,218500,2,2,825,10018
10338,"109 Rosewood Dr, Newark, DE",19713,7/17/18,Sold,107000,3,1,850,8712
14759,"64 Welsh Tract Rd APT 112, Newark, DE",19713,11/4/03,Sold,570000,2,1,860,NA
14760,"64 Welsh Tract Rd APT 112, Newark, DE",19713,10/3/06,Sold,121900,2,1,860,NA
14761,"64 Welsh Tract Rd APT 112, Newark, DE",19713,4/23/08,Listed for sale,999000,2,1,860,NA
14762,"64 Welsh Tract Rd APT 112, Newark, DE",19713,5/4/08,Listing removed,999000,2,1,860,NA
14763,"64 Welsh Tract Rd APT 112, Newark, DE",19713,6/12/08,Listed for sale,970000,2,1,860,NA
14764,"64 Welsh Tract Rd APT 112, Newark, DE",19713,8/6/08,Listing removed,970000,2,1,860,NA
14765,"64 Welsh Tract Rd APT 112, Newark, DE",19713,4/16/10,Listed for sale,749000,2,1,860,NA
14766,"64 Welsh Tract Rd APT 112, Newark, DE",19713,11/13/10,Price change,699000,2,1,860,NA
14767,"64 Welsh Tract Rd APT 112, Newark, DE",19713,11/14/10,Listing removed,699000,2,1,860,NA
14768,"64 Welsh Tract Rd APT 112, Newark, DE",19713,3/22/12,Sold,868500,2,1,860,NA
14769,"64 Welsh Tract Rd APT 112, Newark, DE",19713,7/20/12,Sold,775000,2,1,860,NA
14770,"64 Welsh Tract Rd APT 112, Newark, DE",19713,4/12/13,Sold,685000,2,1,860,NA
14771,"64 Welsh Tract Rd APT 112, Newark, DE",19713,11/8/18,Sold,105000,2,1,860,NA
8409,"134 New London Rd, Newark, DE",19711,6/23/17,Listed for sale,150000,2,1,875,8276
8410,"134 New London Rd, Newark, DE",19711,6/27/17,Listing removed,150000,2,1,875,8276
8411,"134 New London Rd, Newark, DE",19711,7/25/17,Sold,121000,2,1,875,8276
11646,"423 Tamara Cir, Newark, DE",19711,4/30/03,Sold,130000,3,2.5,875,9147
11647,"423 Tamara Cir, Newark, DE",19711,8/30/11,Listed for sale,189999,3,2.5,875,9147
11648,"423 Tamara Cir, Newark, DE",19711,9/20/11,Listing removed,189999,3,2.5,875,9147
11649,"423 Tamara Cir, Newark, DE",19711,11/11/11,Listed for sale,185900,3,2.5,875,9147
11650,"423 Tamara Cir, Newark, DE",19711,12/14/11,Price change,179999,3,2.5,875,9147
11651,"423 Tamara Cir, Newark, DE",19711,2/7/12,Price change,174999,3,2.5,875,9147
11652,"423 Tamara Cir, Newark, DE",19711,2/22/12,Listing removed,174999,3,2.5,875,9147
11653,"423 Tamara Cir, Newark, DE",19711,4/2/12,Sold,171900,3,2.5,875,9147
11654,"423 Tamara Cir, Newark, DE",19711,10/19/17,Listed for sale,222000,3,2.5,875,9147
11655,"423 Tamara Cir, Newark, DE",19711,11/2/17,Price change,214900,3,2.5,875,9147
11656,"423 Tamara Cir, Newark, DE",19711,12/4/17,Listing removed,214900,3,2.5,875,9147
11657,"423 Tamara Cir, Newark, DE",19711,1/30/18,Sold,212000,3,2.5,875,9147
11696,"454 Salem Church Rd, Newark, DE",19702,1/4/19,Sold,170000,2,1,875,NA
11806,"507 Tamara Cir, Newark, DE",19711,4/9/18,Sold,117500,4,1,875,9147
11807,"508 Durso Dr, Newark, DE",19711,10/16/18,Listed for sale,184900,3,1,875,NA
11808,"508 Durso Dr, Newark, DE",19711,11/2/18,Price change,174900,3,1,875,NA
11809,"508 Durso Dr, Newark, DE",19711,11/29/18,Pending sale,174900,3,1,875,NA
11810,"508 Durso Dr, Newark, DE",19711,12/27/18,Sold,174900,3,1,875,NA
16953,"32 Gershwin Cir, Newark, DE",19702,9/11/06,Sold,209900,4,2,875,6098
16954,"32 Gershwin Cir, Newark, DE",19702,4/26/17,Listed for sale,NA,4,2,875,6098
16955,"32 Gershwin Cir, Newark, DE",19702,5/10/17,Listing removed,141374,4,2,875,6098
16956,"32 Gershwin Cir, Newark, DE",19702,7/18/17,Sold,207076,4,2,875,6098
16957,"32 Gershwin Cir, Newark, DE",19702,12/12/17,Listed for sale,169900,4,2,875,6098
16958,"32 Gershwin Cir, Newark, DE",19702,12/19/17,Listing removed,169900,4,2,875,6098
16959,"32 Gershwin Cir, Newark, DE",19702,1/24/18,Sold,169900,4,2,875,6098
17623,"5 Leader Dr, Newark, DE",19713,11/25/09,Sold,191900,3,2,875,8276
17624,"5 Leader Dr, Newark, DE",19713,10/18/16,Listed for sale,204900,3,2,875,8276
17625,"5 Leader Dr, Newark, DE",19713,11/16/16,Price change,199900,3,2,875,8276
17626,"5 Leader Dr, Newark, DE",19713,1/19/17,Listing removed,199900,3,2,875,8276
17627,"5 Leader Dr, Newark, DE",19713,2/24/17,Sold,197000,3,2,875,8276
21452,"16 E Village Rd, Newark, DE",19713,2/18/05,Sold,180000,2,2,875,NA
21453,"16 E Village Rd, Newark, DE",19713,3/8/10,Sold,155000,2,2,875,NA
21454,"16 E Village Rd, Newark, DE",19713,10/25/13,Listed for sale,129900,2,2,875,NA
21455,"16 E Village Rd, Newark, DE",19713,11/7/13,Listing removed,129900,2,2,875,NA
21456,"16 E Village Rd, Newark, DE",19713,12/16/13,Sold,129900,2,2,875,NA
21457,"16 E Village Rd, Newark, DE",19713,8/17/17,Listed for sale,145000,2,2,875,NA
21458,"16 E Village Rd, Newark, DE",19713,10/5/17,Listing removed,145000,2,2,875,NA
21459,"16 E Village Rd, Newark, DE",19713,10/5/17,Pending sale,145000,2,2,875,NA
21460,"16 E Village Rd, Newark, DE",19713,10/31/17,Sold,138000,2,2,875,NA
22081,"26 W Village Rd, Newark, DE",19713,5/9/12,Price change,128850,2,2,875,NA
22082,"26 W Village Rd, Newark, DE",19713,6/6/12,Listing removed,128850,2,2,875,NA
22083,"26 W Village Rd, Newark, DE",19713,7/10/12,Sold,120000,2,2,875,NA
22084,"26 W Village Rd, Newark, DE",19713,2/9/17,Listed for sale,173000,2,2,875,NA
22085,"26 W Village Rd, Newark, DE",19713,3/4/17,Listing removed,173000,2,2,875,NA
22086,"26 W Village Rd, Newark, DE",19713,4/27/17,Sold,165000,2,2,875,NA
22087,"26 W Village Rd, Newark, DE",19713,10/9/17,Listing removed,129900,2,2,875,NA
22235,"31 W Village Rd, Newark, DE",19713,6/5/02,Sold,144000,2,1,875,NA
22236,"31 W Village Rd, Newark, DE",19713,11/2/12,Listed for sale,129900,2,1,875,NA
22237,"31 W Village Rd, Newark, DE",19713,11/3/12,Listing removed,129900,2,1,875,NA
22238,"31 W Village Rd, Newark, DE",19713,5/1/17,Sold,154000,2,1,875,NA
8470,"143 E Cleveland Ave, Newark, DE",19711,4/11/19,Sold,4.00E+05,4,1,900,5662
9317,"356 Old Baltimore Pike, Newark, DE",19702,10/1/13,Listing removed,125000,2,1,900,NA
9318,"356 Old Baltimore Pike, Newark, DE",19702,2/26/15,Listing removed,115000,2,1,900,NA
9319,"356 Old Baltimore Pike, Newark, DE",19702,8/30/18,Listed for sale,204900,2,1,900,NA
9320,"356 Old Baltimore Pike, Newark, DE",19702,10/25/18,Price change,194900,2,1,900,NA
9321,"356 Old Baltimore Pike, Newark, DE",19702,11/7/18,Price change,180000,2,1,900,NA
9322,"356 Old Baltimore Pike, Newark, DE",19702,12/10/18,Listing removed,180000,2,1,900,NA
9323,"356 Old Baltimore Pike, Newark, DE",19702,1/17/19,Listed for sale,180000,2,1,900,NA
9324,"356 Old Baltimore Pike, Newark, DE",19702,2/19/19,Listing removed,180000,2,1,900,NA
9325,"356 Old Baltimore Pike, Newark, DE",19702,3/13/19,Sold,178000,2,1,900,NA
10189,"101 N Brownleaf Rd, Newark, DE",19713,9/8/18,Listed for sale,174900,3,1,900,7840
10190,"101 N Brownleaf Rd, Newark, DE",19713,10/25/18,Pending sale,174900,3,1,900,7840
10191,"101 N Brownleaf Rd, Newark, DE",19713,1/28/19,Sold,167000,3,1,900,7840
10317,"107 Rosewood Dr, Newark, DE",19713,4/12/18,Listed for sale,197500,3,1,900,8712
10318,"107 Rosewood Dr, Newark, DE",19713,4/17/18,Price change,184990,3,1,900,8712
10319,"107 Rosewood Dr, Newark, DE",19713,4/26/18,Price change,175000,3,1,900,8712
10320,"107 Rosewood Dr, Newark, DE",19713,5/31/18,Price change,167900,3,1,900,8712
10321,"107 Rosewood Dr, Newark, DE",19713,6/28/18,Listing removed,167900,3,1,900,8712
10322,"107 Rosewood Dr, Newark, DE",19713,8/3/18,Sold,170900,3,1,900,8712
17220,"4 Spencer Ct, Newark, DE",19702,7/6/16,Listed for sale,159000,3,1,900,7840
