"","X","Address","Zip","Date","Event","Price","Beds","Baths","SqrFt","LotSize"
"1",9270,"32 Mccord Dr, Newark, DE",19713,"5/25/04","Sold",739500,4,1.5,"234",7840
"2",9271,"32 Mccord Dr, Newark, DE",19713,"2/9/19","Listed for sale",219900,4,1.5,"234",7840
"3",9272,"32 Mccord Dr, Newark, DE",19713,"2/12/19","Listing removed",219900,4,1.5,"234",7840
"4",9273,"32 Mccord Dr, Newark, DE",19713,"3/15/19","Sold",225000,4,1.5,"234",7840
"5",9743,"688 Old Baltimore Pike, Newark, DE",19702,"3/28/08","Sold",129100,1,1,"300",40075
"6",9744,"688 Old Baltimore Pike, Newark, DE",19702,"5/1/17","Sold",127500,1,1,"300",40075
"7",864,"2079 Pleasant Valley Rd, Newark, DE",19702,"12/21/08","Listed for sale",150000,3,1,"580",95832
"8",865,"2079 Pleasant Valley Rd, Newark, DE",19702,"3/16/09","Sold",650000,3,1,"580",95832
"9",866,"2079 Pleasant Valley Rd, Newark, DE",19702,"10/19/18","Listed for sale",133000,3,1,"580",95832
"10",867,"2079 Pleasant Valley Rd, Newark, DE",19702,"2/15/19","Pending sale",133000,3,1,"580",95832
"11",868,"2079 Pleasant Valley Rd, Newark, DE",19702,"3/6/19","Back on market",133000,3,1,"580",95832
"12",869,"2079 Pleasant Valley Rd, Newark, DE",19702,"3/6/19","Pending sale",133000,3,1,"580",95832
"13",870,"2079 Pleasant Valley Rd, Newark, DE",19702,"4/1/19","Sold",104500,3,1,"580",95832
"14",13440,"20 Glyn Dr, Newark, DE",19713,"1/8/19","Listed for sale",230000,3,2,"700",7840
"15",13441,"20 Glyn Dr, Newark, DE",19713,"1/19/19","Pending sale",230000,3,2,"700",7840
"16",13442,"20 Glyn Dr, Newark, DE",19713,"2/28/19","Sold",230000,3,2,"700",7840
"17",8871,"218 W Park Pl, Newark, DE",19711,"6/3/02","Sold",121500,3,1,"725",7405
"18",8872,"218 W Park Pl, Newark, DE",19711,"5/23/05","Sold",165000,3,1,"725",7405
"19",8873,"218 W Park Pl, Newark, DE",19711,"11/3/05","Sold",2e+05,3,1,"725",7405
"20",8874,"218 W Park Pl, Newark, DE",19711,"8/4/17","Listed for sale",179900,3,1,"725",7405
"21",8875,"218 W Park Pl, Newark, DE",19711,"8/18/17","Pending sale",179900,3,1,"725",7405
"22",8876,"218 W Park Pl, Newark, DE",19711,"9/27/17","Sold",170000,3,1,"725",7405
"23",8877,"218 W Park Pl, Newark, DE",19711,"10/13/17","Listing removed",135000,3,1,"725",7405
"24",8878,"218 W Park Pl, Newark, DE",19711,"11/12/18","Listing removed",150000,3,1,"725",7405
"25",11534,"39 Chambers St, Newark, DE",19711,"11/5/18","Listed for sale",239000,2,1.5,"725",4791
"26",11535,"39 Chambers St, Newark, DE",19711,"11/6/18","Listing removed",239000,2,1.5,"725",4791
"27",11536,"39 Chambers St, Newark, DE",19711,"11/27/18","Sold",301000,2,1.5,"725",4791
"28",15333,"10 Burns Way, Newark, DE",19702,"3/30/04","Sold",108000,2,1,"775",6969
"29",15334,"10 Burns Way, Newark, DE",19702,"4/23/11","Price change",129985,2,1,"775",6969
"30",15335,"10 Burns Way, Newark, DE",19702,"6/14/11","Price change",124985,2,1,"775",6969
"31",15336,"10 Burns Way, Newark, DE",19702,"9/9/11","Listing removed",124985,2,1,"775",6969
"32",15337,"10 Burns Way, Newark, DE",19702,"10/25/16","Listed for sale",115000,2,1,"775",6969
"33",15338,"10 Burns Way, Newark, DE",19702,"3/3/17","Price change",112900,2,1,"775",6969
"34",15339,"10 Burns Way, Newark, DE",19702,"3/29/17","Pending sale",112900,2,1,"775",6969
"35",15340,"10 Burns Way, Newark, DE",19702,"5/10/17","Sold",109000,2,1,"775",6969
"36",15523,"11 Strauss Way, Newark, DE",19702,"12/20/11","Listed for sale",649000,2,1,"775",7840
"37",15524,"11 Strauss Way, Newark, DE",19702,"12/20/11","Sold",793170,2,1,"775",7840
"38",15525,"11 Strauss Way, Newark, DE",19702,"1/7/12","Price change",639000,2,1,"775",7840
"39",15526,"11 Strauss Way, Newark, DE",19702,"1/28/12","Price change",609000,2,1,"775",7840
"40",15527,"11 Strauss Way, Newark, DE",19702,"4/4/12","Price change",549000,2,1,"775",7840
"41",15528,"11 Strauss Way, Newark, DE",19702,"5/10/12","Listing removed",549000,2,1,"775",7840
"42",15530,"11 Strauss Way, Newark, DE",19702,"12/1/12","Price change",545000,2,1,"775",7840
"43",15531,"11 Strauss Way, Newark, DE",19702,"3/1/13","Listing removed",545000,2,1,"775",7840
"44",15532,"11 Strauss Way, Newark, DE",19702,"3/6/13","Sold",525000,2,1,"775",7840
"45",15533,"11 Strauss Way, Newark, DE",19702,"9/5/18","Listed for sale",155000,2,1,"775",7840
"46",15534,"11 Strauss Way, Newark, DE",19702,"9/21/18","Pending sale",155000,2,1,"775",7840
"47",15535,"11 Strauss Way, Newark, DE",19702,"10/30/18","Sold",155000,2,1,"775",7840
"48",16248,"2 Wright Cir, Newark, DE",19702,"9/4/07","Sold",155000,2,1,"775",7405
"49",16249,"2 Wright Cir, Newark, DE",19702,"9/12/17","Sold",793250,2,1,"775",7405
"50",16250,"2 Wright Cir, Newark, DE",19702,"10/6/17","Listed for sale",139900,2,1,"775",7405
"51",16251,"2 Wright Cir, Newark, DE",19702,"11/15/17","Price change",134900,2,1,"775",7405
"52",16252,"2 Wright Cir, Newark, DE",19702,"11/17/17","Price change",139900,2,1,"775",7405
"53",16253,"2 Wright Cir, Newark, DE",19702,"11/19/17","Price change",134900,2,1,"775",7405
"54",16254,"2 Wright Cir, Newark, DE",19702,"12/15/17","Price change",129900,2,1,"775",7405
"55",16255,"2 Wright Cir, Newark, DE",19702,"1/19/18","Price change",127900,2,1,"775",7405
"56",16256,"2 Wright Cir, Newark, DE",19702,"2/6/18","Listing removed",127900,2,1,"775",7405
"57",16257,"2 Wright Cir, Newark, DE",19702,"2/6/18","Pending sale",127900,2,1,"775",7405
"58",16258,"2 Wright Cir, Newark, DE",19702,"3/26/18","Sold",125000,2,1,"775",7405
"59",16877,"31 Poe Way, Newark, DE",19702,"2/21/17","Listed for sale",155000,2,1,"775",7840
"60",16878,"31 Poe Way, Newark, DE",19702,"4/10/17","Price change",150000,2,1,"775",7840
"61",16879,"31 Poe Way, Newark, DE",19702,"4/21/17","Listing removed",150000,2,1,"775",7840
"62",16880,"31 Poe Way, Newark, DE",19702,"4/21/17","Pending sale",150000,2,1,"775",7840
"63",16881,"31 Poe Way, Newark, DE",19702,"5/31/17","Sold",150000,2,1,"775",7840
"64",17639,"5 Poe Way, Newark, DE",19702,"2/13/06","Sold",125000,2,1,"775",7840
"65",17640,"5 Poe Way, Newark, DE",19702,"10/3/17","Listed for sale",139900,2,1,"775",7840
"66",17641,"5 Poe Way, Newark, DE",19702,"10/16/17","Price change",137900,2,1,"775",7840
"67",17642,"5 Poe Way, Newark, DE",19702,"2/1/18","Listing removed",137900,2,1,"775",7840
"68",17643,"5 Poe Way, Newark, DE",19702,"7/19/18","Listed for sale",144900,2,1,"775",7840
"69",17644,"5 Poe Way, Newark, DE",19702,"7/23/18","Price change",139900,2,1,"775",7840
"70",17645,"5 Poe Way, Newark, DE",19702,"8/15/18","Price change",134900,2,1,"775",7840
"71",17646,"5 Poe Way, Newark, DE",19702,"9/5/18","Price change",129990,2,1,"775",7840
"72",17647,"5 Poe Way, Newark, DE",19702,"9/17/18","Pending sale",129990,2,1,"775",7840
"73",17648,"5 Poe Way, Newark, DE",19702,"10/15/18","Sold",128900,2,1,"775",7840
"74",17673,"5 Strauss Way, Newark, DE",19702,"7/12/17","Listed for sale",105000,2,1,"775",7840
"75",17674,"5 Strauss Way, Newark, DE",19702,"8/4/17","Pending sale",105000,2,1,"775",7840
"76",17675,"5 Strauss Way, Newark, DE",19702,"8/5/17","Listing removed",105000,2,1,"775",7840
"77",17676,"5 Strauss Way, Newark, DE",19702,"9/8/17","Sold",1e+05,2,1,"775",7840
"78",18347,"9 Stevenson Way, Newark, DE",19702,"1/5/17","Listed for sale",133300,2,1,"775",6969
"79",18348,"9 Stevenson Way, Newark, DE",19702,"2/20/17","Price change",125000,2,1,"775",6969
"80",18349,"9 Stevenson Way, Newark, DE",19702,"4/18/17","Listing removed",125000,2,1,"775",6969
"81",18350,"9 Stevenson Way, Newark, DE",19702,"6/1/17","Sold",125000,2,1,"775",6969
"82",17565,"5 Archer Way, Newark, DE",19702,"5/3/04","Sold",116000,2,1,"783",7405
"83",17566,"5 Archer Way, Newark, DE",19702,"6/21/17","Listed for sale",145000,2,1,"783",7405
"84",17567,"5 Archer Way, Newark, DE",19702,"7/12/17","Price change",142500,2,1,"783",7405
"85",17568,"5 Archer Way, Newark, DE",19702,"8/7/17","Pending sale",142500,2,1,"783",7405
"86",17569,"5 Archer Way, Newark, DE",19702,"8/23/17","Listing removed",142500,2,1,"783",7405
"87",17570,"5 Archer Way, Newark, DE",19702,"9/11/17","Sold",142500,2,1,"783",7405
"88",18221,"8 Strauss Way, Newark, DE",19702,"9/3/09","Listed for sale",160000,2,1,"783",6000
"89",18222,"8 Strauss Way, Newark, DE",19702,"11/24/09","Listing removed",160000,2,1,"783",6000
"90",18223,"8 Strauss Way, Newark, DE",19702,"4/22/10","Sold",149900,2,1,"783",6000
"91",18224,"8 Strauss Way, Newark, DE",19702,"5/18/17","Listed for sale",149900,2,1,"783",6000
"92",18225,"8 Strauss Way, Newark, DE",19702,"6/1/17","Price change",144900,2,1,"783",6000
"93",18226,"8 Strauss Way, Newark, DE",19702,"6/7/17","Pending sale",144900,2,1,"783",6000
"94",18227,"8 Strauss Way, Newark, DE",19702,"6/23/17","Listing removed",144900,2,1,"783",6000
"95",18228,"8 Strauss Way, Newark, DE",19702,"7/31/17","Sold",144900,2,1,"783",6000
"96",18166,"771 White Rock Rd, Bear, DE",19701,"10/22/14","Listed for sale",109900,2,1,"800",6534
"97",18167,"771 White Rock Rd, Bear, DE",19701,"1/14/15","Listing removed",109900,2,1,"800",6534
"98",18168,"771 White Rock Rd, Bear, DE",19701,"2/21/15","Listed for sale",105000,2,1,"800",6534
"99",18169,"771 White Rock Rd, Bear, DE",19701,"3/13/15","Pending sale",105000,2,1,"800",6534
"100",18170,"771 White Rock Rd, Bear, DE",19701,"3/16/15","Listing removed",105000,2,1,"800",6534
"101",18171,"771 White Rock Rd, Bear, DE",19701,"4/23/15","Sold",105000,2,1,"800",6534
"102",18172,"771 White Rock Rd, Bear, DE",19701,"2/26/18","Listed for sale",129000,2,1,"800",6534
"103",18173,"771 White Rock Rd, Bear, DE",19701,"3/19/18","Listing removed",129000,2,1,"800",6534
"104",18174,"771 White Rock Rd, Bear, DE",19701,"3/19/18","Pending sale",129000,2,1,"800",6534
"105",18175,"771 White Rock Rd, Bear, DE",19701,"4/20/18","Sold",129000,2,1,"800",6534
"106",18176,"775 White Rock Rd, Bear, DE",19701,"11/22/04","Sold",724990,2,1,"800",2613
"107",18177,"775 White Rock Rd, Bear, DE",19701,"4/29/05","Sold",731000,2,1,"800",2613
"108",18178,"775 White Rock Rd, Bear, DE",19701,"7/3/07","Sold",115000,2,1,"800",2613
"109",18179,"775 White Rock Rd, Bear, DE",19701,"10/8/18","Listed for sale",115000,2,1,"800",2613
"110",18180,"775 White Rock Rd, Bear, DE",19701,"10/12/18","Listing removed",115000,2,1,"800",2613
"111",18181,"775 White Rock Rd, Bear, DE",19701,"11/30/18","Sold",120000,2,1,"800",2613
"112",15273,"1 Defoe Cir, Newark, DE",19702,"9/10/01","Sold",905000,2,1,"810",6969
"113",15274,"1 Defoe Cir, Newark, DE",19702,"7/2/04","Sold",585000,2,1,"810",6969
"114",15275,"1 Defoe Cir, Newark, DE",19702,"11/29/07","Sold",159000,2,1,"810",6969
"115",15276,"1 Defoe Cir, Newark, DE",19702,"3/20/09","Listed for sale",175000,2,1,"810",6969
"116",15277,"1 Defoe Cir, Newark, DE",19702,"8/21/09","Listing removed",175000,2,1,"810",6969
"117",15278,"1 Defoe Cir, Newark, DE",19702,"10/24/09","Listed for sale",158900,2,1,"810",6969
"118",15279,"1 Defoe Cir, Newark, DE",19702,"12/12/09","Price change",148900,2,1,"810",6969
"119",15280,"1 Defoe Cir, Newark, DE",19702,"2/13/10","Price change",138900,2,1,"810",6969
"120",15282,"1 Defoe Cir, Newark, DE",19702,"11/16/10","Sold",146776,2,1,"810",6969
"121",15283,"1 Defoe Cir, Newark, DE",19702,"12/22/10","Sold",840000,2,1,"810",6969
"122",15284,"1 Defoe Cir, Newark, DE",19702,"4/5/19","Sold",140000,2,1,"810",6969
"123",9787,"7 Orchard Ave, Newark, DE",19711,"10/2/02","Sold",1e+05,2,2,"825",10018
"124",9788,"7 Orchard Ave, Newark, DE",19711,"7/10/18","Listed for sale",225000,2,2,"825",10018
"125",9789,"7 Orchard Ave, Newark, DE",19711,"9/7/18","Price change",2249000,2,2,"825",10018
"126",9790,"7 Orchard Ave, Newark, DE",19711,"9/21/18","Listed for sale",224900,2,2,"825",10018
"127",9791,"7 Orchard Ave, Newark, DE",19711,"10/30/18","Price change",218500,2,2,"825",10018
"128",9792,"7 Orchard Ave, Newark, DE",19711,"12/21/18","Listing removed",218500,2,2,"825",10018
"129",9793,"7 Orchard Ave, Newark, DE",19711,"1/16/19","Sold",218500,2,2,"825",10018
"130",10338,"109 Rosewood Dr, Newark, DE",19713,"7/17/18","Sold",107000,3,1,"850",8712
"131",8409,"134 New London Rd, Newark, DE",19711,"6/23/17","Listed for sale",150000,2,1,"875",8276
"132",8410,"134 New London Rd, Newark, DE",19711,"6/27/17","Listing removed",150000,2,1,"875",8276
"133",8411,"134 New London Rd, Newark, DE",19711,"7/25/17","Sold",121000,2,1,"875",8276
"134",11646,"423 Tamara Cir, Newark, DE",19711,"4/30/03","Sold",130000,3,2.5,"875",9147
"135",11647,"423 Tamara Cir, Newark, DE",19711,"8/30/11","Listed for sale",189999,3,2.5,"875",9147
"136",11648,"423 Tamara Cir, Newark, DE",19711,"9/20/11","Listing removed",189999,3,2.5,"875",9147
"137",11649,"423 Tamara Cir, Newark, DE",19711,"11/11/11","Listed for sale",185900,3,2.5,"875",9147
"138",11650,"423 Tamara Cir, Newark, DE",19711,"12/14/11","Price change",179999,3,2.5,"875",9147
"139",11651,"423 Tamara Cir, Newark, DE",19711,"2/7/12","Price change",174999,3,2.5,"875",9147
"140",11652,"423 Tamara Cir, Newark, DE",19711,"2/22/12","Listing removed",174999,3,2.5,"875",9147
"141",11653,"423 Tamara Cir, Newark, DE",19711,"4/2/12","Sold",171900,3,2.5,"875",9147
"142",11654,"423 Tamara Cir, Newark, DE",19711,"10/19/17","Listed for sale",222000,3,2.5,"875",9147
"143",11655,"423 Tamara Cir, Newark, DE",19711,"11/2/17","Price change",214900,3,2.5,"875",9147
"144",11656,"423 Tamara Cir, Newark, DE",19711,"12/4/17","Listing removed",214900,3,2.5,"875",9147
"145",11657,"423 Tamara Cir, Newark, DE",19711,"1/30/18","Sold",212000,3,2.5,"875",9147
"146",11806,"507 Tamara Cir, Newark, DE",19711,"4/9/18","Sold",117500,4,1,"875",9147
"147",16953,"32 Gershwin Cir, Newark, DE",19702,"9/11/06","Sold",209900,4,2,"875",6098
"148",16955,"32 Gershwin Cir, Newark, DE",19702,"5/10/17","Listing removed",141374,4,2,"875",6098
"149",16956,"32 Gershwin Cir, Newark, DE",19702,"7/18/17","Sold",207076,4,2,"875",6098
"150",16957,"32 Gershwin Cir, Newark, DE",19702,"12/12/17","Listed for sale",169900,4,2,"875",6098
"151",16958,"32 Gershwin Cir, Newark, DE",19702,"12/19/17","Listing removed",169900,4,2,"875",6098
"152",16959,"32 Gershwin Cir, Newark, DE",19702,"1/24/18","Sold",169900,4,2,"875",6098
"153",17623,"5 Leader Dr, Newark, DE",19713,"11/25/09","Sold",191900,3,2,"875",8276
"154",17624,"5 Leader Dr, Newark, DE",19713,"10/18/16","Listed for sale",204900,3,2,"875",8276
"155",17625,"5 Leader Dr, Newark, DE",19713,"11/16/16","Price change",199900,3,2,"875",8276
"156",17626,"5 Leader Dr, Newark, DE",19713,"1/19/17","Listing removed",199900,3,2,"875",8276
"157",17627,"5 Leader Dr, Newark, DE",19713,"2/24/17","Sold",197000,3,2,"875",8276
"158",8470,"143 E Cleveland Ave, Newark, DE",19711,"4/11/19","Sold",4e+05,4,1,"900",5662
"159",10189,"101 N Brownleaf Rd, Newark, DE",19713,"9/8/18","Listed for sale",174900,3,1,"900",7840
"160",10190,"101 N Brownleaf Rd, Newark, DE",19713,"10/25/18","Pending sale",174900,3,1,"900",7840
"161",10191,"101 N Brownleaf Rd, Newark, DE",19713,"1/28/19","Sold",167000,3,1,"900",7840
"162",10317,"107 Rosewood Dr, Newark, DE",19713,"4/12/18","Listed for sale",197500,3,1,"900",8712
"163",10318,"107 Rosewood Dr, Newark, DE",19713,"4/17/18","Price change",184990,3,1,"900",8712
"164",10319,"107 Rosewood Dr, Newark, DE",19713,"4/26/18","Price change",175000,3,1,"900",8712
"165",10320,"107 Rosewood Dr, Newark, DE",19713,"5/31/18","Price change",167900,3,1,"900",8712
"166",10321,"107 Rosewood Dr, Newark, DE",19713,"6/28/18","Listing removed",167900,3,1,"900",8712
"167",10322,"107 Rosewood Dr, Newark, DE",19713,"8/3/18","Sold",170900,3,1,"900",8712
"168",17220,"4 Spencer Ct, Newark, DE",19702,"7/6/16","Listed for sale",159000,3,1,"900",7840
"169",17221,"4 Spencer Ct, Newark, DE",19702,"7/14/16","Listing removed",159000,3,1,"900",7840
"170",17222,"4 Spencer Ct, Newark, DE",19702,"8/19/16","Sold",150000,3,1,"900",7840
"171",18368,"9 Williams Ct, Newark, DE",19702,"11/9/17","Listed for sale",165000,3,1,"900",9147
"172",18369,"9 Williams Ct, Newark, DE",19702,"12/8/17","Pending sale",165000,3,1,"900",9147
"173",18370,"9 Williams Ct, Newark, DE",19702,"1/10/18","Price change",162500,3,1,"900",9147
"174",18371,"9 Williams Ct, Newark, DE",19702,"2/2/18","Listing removed",162500,3,1,"900",9147
"175",18372,"9 Williams Ct, Newark, DE",19702,"2/2/18","Pending sale",162500,3,1,"900",9147
"176",18373,"9 Williams Ct, Newark, DE",19702,"3/15/18","Sold",158000,3,1,"900",9147
"177",9822,"705 Chrysler Ave, Newark, DE",19711,"3/2/15","Sold",130000,4,3,"925",7405
"178",9823,"705 Chrysler Ave, Newark, DE",19711,"8/13/15","Listed for sale",175000,4,3,"925",7405
"179",9824,"705 Chrysler Ave, Newark, DE",19711,"9/10/15","Listing removed",175000,4,3,"925",7405
"180",9825,"705 Chrysler Ave, Newark, DE",19711,"9/29/15","Sold",175000,4,3,"925",7405
"181",9826,"705 Chrysler Ave, Newark, DE",19711,"2/2/17","Sold",175000,4,3,"925",7405
"182",11061,"210 Elderfield Rd, Newark, DE",19713,"11/20/09","Sold",148500,3,1,"925",7840
"183",11062,"210 Elderfield Rd, Newark, DE",19713,"8/7/18","Sold",130206,3,1,"925",7840
"184",11063,"210 Elderfield Rd, Newark, DE",19713,"2/22/19","Listed for sale",134900,3,1,"925",7840
"185",11064,"210 Elderfield Rd, Newark, DE",19713,"3/4/19","Pending sale",134900,3,1,"925",7840
"186",11065,"210 Elderfield Rd, Newark, DE",19713,"3/19/19","Listing removed",134900,3,1,"925",7840
"187",11066,"210 Elderfield Rd, Newark, DE",19713,"4/2/19","Sold",136000,3,1,"925",7840
"188",11174,"222 Elderfield Rd, Newark, DE",19713,"4/3/18","Listed for sale",199900,3,1,"925",7840
"189",11175,"222 Elderfield Rd, Newark, DE",19713,"4/17/18","Listing removed",199900,3,1,"925",7840
"190",11176,"222 Elderfield Rd, Newark, DE",19713,"6/5/18","Sold",201500,3,1,"925",7840
"191",11572,"405 Ilse Dr, Newark, DE",19713,"5/22/01","Sold",115000,3,2,"925",8276
"192",11573,"405 Ilse Dr, Newark, DE",19713,"5/13/16","Listed for sale",176500,3,2,"925",8276
"193",11574,"405 Ilse Dr, Newark, DE",19713,"6/8/16","Sold",115000,3,2,"925",8276
"194",11575,"405 Ilse Dr, Newark, DE",19713,"1/23/17","Sold",120000,3,2,"925",8276
"195",11576,"405 Ilse Dr, Newark, DE",19713,"6/8/17","Listed for sale",209500,3,2,"925",8276
"196",11577,"405 Ilse Dr, Newark, DE",19713,"7/6/17","Listing removed",209500,3,2,"925",8276
"197",11578,"405 Ilse Dr, Newark, DE",19713,"7/6/17","Pending sale",209500,3,2,"925",8276
"198",12110,"700 Ilse Dr, Newark, DE",19713,"10/8/18","Listed for sale",214900,3,1.5,"925",7840
"199",12111,"700 Ilse Dr, Newark, DE",19713,"10/19/18","Price change",2148000,3,1.5,"925",7840
"200",12112,"700 Ilse Dr, Newark, DE",19713,"12/8/18","Price change",214500,3,1.5,"925",7840
"201",12113,"700 Ilse Dr, Newark, DE",19713,"1/31/19","Listing removed",214500,3,1.5,"925",7840
"202",12114,"700 Ilse Dr, Newark, DE",19713,"4/5/19","Sold",2e+05,3,1.5,"925",7840
"203",15300,"1 Lute Ct, Newark, DE",19713,"5/2/06","Sold",915000,2,1,"925",7840
"204",15301,"1 Lute Ct, Newark, DE",19713,"5/29/19","Sold",175700,2,1,"925",7840
"205",15577,"112 Harmony Crest Dr, Newark, DE",19713,"10/28/09","Sold",130000,2,1,"925",6534
"206",15578,"112 Harmony Crest Dr, Newark, DE",19713,"12/3/17","Listing removed",110000,2,1,"925",6534
"207",15579,"112 Harmony Crest Dr, Newark, DE",19713,"5/2/19","Listed for sale",179900,2,1,"925",6534
"208",15580,"112 Harmony Crest Dr, Newark, DE",19713,"5/8/19","Pending sale",179900,2,1,"925",6534
"209",15581,"112 Harmony Crest Dr, Newark, DE",19713,"5/28/19","Sold",179900,2,1,"925",6534
"210",15750,"127 Melodic Dr, Newark, DE",19713,"7/10/09","Listed for sale",179900,2,1,"925",9147
"211",15751,"127 Melodic Dr, Newark, DE",19713,"9/22/09","Sold",169900,2,1,"925",9147
"212",15752,"127 Melodic Dr, Newark, DE",19713,"8/11/17","Listed for sale",166900,2,1,"925",9147
"213",15753,"127 Melodic Dr, Newark, DE",19713,"8/19/17","Listing removed",166900,2,1,"925",9147
"214",15754,"127 Melodic Dr, Newark, DE",19713,"8/19/17","Pending sale",166900,2,1,"925",9147
"215",15755,"127 Melodic Dr, Newark, DE",19713,"9/29/17","Sold",166900,2,1,"925",9147
"216",15813,"133 Melodic Dr, Newark, DE",19713,"4/28/03","Sold",121250,2,1,"925",6969
"217",15814,"133 Melodic Dr, Newark, DE",19713,"4/6/10","Listed for sale",174900,2,1,"925",6969
"218",15815,"133 Melodic Dr, Newark, DE",19713,"4/29/10","Price change",172500,2,1,"925",6969
"219",15816,"133 Melodic Dr, Newark, DE",19713,"5/12/10","Price change",169900,2,1,"925",6969
"220",15817,"133 Melodic Dr, Newark, DE",19713,"6/11/10","Price change",164900,2,1,"925",6969
"221",15818,"133 Melodic Dr, Newark, DE",19713,"8/3/10","Price change",159900,2,1,"925",6969
"222",15819,"133 Melodic Dr, Newark, DE",19713,"10/7/10","Listing removed",159900,2,1,"925",6969
"223",15820,"133 Melodic Dr, Newark, DE",19713,"11/24/10","Sold",154000,2,1,"925",6969
"224",15821,"133 Melodic Dr, Newark, DE",19713,"3/28/18","Listed for sale",171500,2,1,"925",6969
"225",15822,"133 Melodic Dr, Newark, DE",19713,"4/2/18","Listing removed",171500,2,1,"925",6969
"226",15823,"133 Melodic Dr, Newark, DE",19713,"5/25/18","Sold",170000,2,1,"925",6969
"227",15836,"136 Harmony Crest Dr, Newark, DE",19713,"6/16/03","Sold",131000,2,1,"925",6534
"228",15837,"136 Harmony Crest Dr, Newark, DE",19713,"10/29/08","Sold",894500,2,1,"925",6534
"229",15838,"136 Harmony Crest Dr, Newark, DE",19713,"7/20/15","Listing removed",120000,2,1,"925",6534
"230",15839,"136 Harmony Crest Dr, Newark, DE",19713,"10/5/16","Listed for sale",165000,2,1,"925",6534
"231",15840,"136 Harmony Crest Dr, Newark, DE",19713,"11/4/16","Pending sale",165000,2,1,"925",6534
"232",15841,"136 Harmony Crest Dr, Newark, DE",19713,"11/17/16","Listing removed",165000,2,1,"925",6534
"233",15842,"136 Harmony Crest Dr, Newark, DE",19713,"12/30/16","Sold",162000,2,1,"925",6534
"234",16769,"3 Coronet Ct, Newark, DE",19713,"5/3/07","Sold",187900,2,1,"925",8276
"235",16770,"3 Coronet Ct, Newark, DE",19713,"5/31/13","Listed for sale",187900,2,1,"925",8276
"236",16771,"3 Coronet Ct, Newark, DE",19713,"8/28/13","Listing removed",187900,2,1,"925",8276
"237",16772,"3 Coronet Ct, Newark, DE",19713,"4/13/16","Listed for sale",179900,2,1,"925",8276
"238",16773,"3 Coronet Ct, Newark, DE",19713,"5/27/16","Price change",178900,2,1,"925",8276
"239",16774,"3 Coronet Ct, Newark, DE",19713,"6/7/16","Price change",177500,2,1,"925",8276
"240",16775,"3 Coronet Ct, Newark, DE",19713,"8/31/16","Listing removed",177500,2,1,"925",8276
"241",16776,"3 Coronet Ct, Newark, DE",19713,"2/13/17","Listed for sale",169900,2,1,"925",8276
"242",16777,"3 Coronet Ct, Newark, DE",19713,"3/22/17","Pending sale",169900,2,1,"925",8276
"243",16778,"3 Coronet Ct, Newark, DE",19713,"7/17/17","Listing removed",169900,2,1,"925",8276
"244",16779,"3 Coronet Ct, Newark, DE",19713,"8/15/17","Sold",169000,2,1,"925",8276
"245",17392,"417 Barley Dr, Newark, DE",19702,"10/3/05","Sold",145000,2,1.5,"925",1742
"246",17393,"417 Barley Dr, Newark, DE",19702,"4/10/10","Listed for sale",167000,2,1.5,"925",1742
"247",17394,"417 Barley Dr, Newark, DE",19702,"5/18/10","Price change",165000,2,1.5,"925",1742
"248",17395,"417 Barley Dr, Newark, DE",19702,"7/25/10","Price change",164000,2,1.5,"925",1742
"249",17396,"417 Barley Dr, Newark, DE",19702,"2/18/11","Listing removed",164000,2,1.5,"925",1742
"250",17397,"417 Barley Dr, Newark, DE",19702,"12/2/13","Listed for sale",139900,2,1.5,"925",1742
"251",17398,"417 Barley Dr, Newark, DE",19702,"3/3/14","Price change",134900,2,1.5,"925",1742
"252",17399,"417 Barley Dr, Newark, DE",19702,"3/30/14","Pending sale",134900,2,1.5,"925",1742
"253",17400,"417 Barley Dr, Newark, DE",19702,"5/13/14","Back on market",134900,2,1.5,"925",1742
"254",17401,"417 Barley Dr, Newark, DE",19702,"5/21/14","Back on market",134900,2,1.5,"925",1742
"255",17402,"417 Barley Dr, Newark, DE",19702,"5/21/14","Pending sale",134900,2,1.5,"925",1742
"256",17403,"417 Barley Dr, Newark, DE",19702,"6/28/14","Listing removed",134900,2,1.5,"925",1742
"257",17404,"417 Barley Dr, Newark, DE",19702,"7/9/14","Sold",135700,2,1.5,"925",1742
"258",17405,"417 Barley Dr, Newark, DE",19702,"10/22/18","Listed for sale",157500,2,1.5,"925",1742
"259",17406,"417 Barley Dr, Newark, DE",19702,"11/10/18","Pending sale",157500,2,1.5,"925",1742
"260",17407,"417 Barley Dr, Newark, DE",19702,"11/16/18","Listing removed",157500,2,1.5,"925",1742
"261",17408,"417 Barley Dr, Newark, DE",19702,"11/30/18","Sold",151750,2,1.5,"925",1742
"262",17409,"417 Barley Dr, Newark, DE",19702,"12/13/18","Listing removed",120000,2,1.5,"925",1742
"263",17410,"417 Barley Dr, Newark, DE",19702,"2/8/19","Listing removed",120000,2,1.5,"925",1742
"264",17472,"441 Barley Dr, Newark, DE",19702,"2/20/07","Sold",157200,2,1.5,"925",2178
"265",17473,"441 Barley Dr, Newark, DE",19702,"10/18/17","Listed for sale",139900,2,1.5,"925",2178
"266",17474,"441 Barley Dr, Newark, DE",19702,"12/6/17","Price change",139488,2,1.5,"925",2178
