"","X","Address","Zip","Date","Event","Price","Beds","Baths","SqrFt","LotSize"
"7911",11150,"216 S Dillwyn Rd, Newark, DE",19711,"1/1/12","Price change",184500,3,2,"1650",6534
"7912",11151,"216 S Dillwyn Rd, Newark, DE",19711,"1/19/12","Price change",199999,3,2,"1650",6534
"7913",11152,"216 S Dillwyn Rd, Newark, DE",19711,"2/13/12","Sold",174000,3,2,"1650",6534
"7914",11153,"216 S Dillwyn Rd, Newark, DE",19711,"5/13/18","Listed for sale",215000,3,2,"1650",6534
"7915",11154,"216 S Dillwyn Rd, Newark, DE",19711,"5/17/18","Pending sale",215000,3,2,"1650",6534
"7916",11155,"216 S Dillwyn Rd, Newark, DE",19711,"6/28/18","Sold",215000,3,2,"1650",6534
"7917",11165,"220 S Dillwyn Rd, Newark, DE",19711,"8/4/04","Sold",184000,3,2,"1650",6534
"7918",11166,"220 S Dillwyn Rd, Newark, DE",19711,"3/21/17","Listed for sale",150000,3,2,"1650",6534
"7919",11167,"220 S Dillwyn Rd, Newark, DE",19711,"4/3/17","Listing removed",150000,3,2,"1650",6534
"7920",11168,"220 S Dillwyn Rd, Newark, DE",19711,"4/3/17","Pending sale",150000,3,2,"1650",6534
"7921",11169,"220 S Dillwyn Rd, Newark, DE",19711,"4/26/17","Sold",168000,3,2,"1650",6534
"7922",11170,"220 S Dillwyn Rd, Newark, DE",19711,"6/27/17","Listed for sale",218925,3,2,"1650",6534
"7923",11171,"220 S Dillwyn Rd, Newark, DE",19711,"8/9/17","Pending sale",218925,3,2,"1650",6534
"7924",11172,"220 S Dillwyn Rd, Newark, DE",19711,"9/29/17","Back on market",218925,3,2,"1650",6534
"7925",11173,"220 S Dillwyn Rd, Newark, DE",19711,"10/2/17","Sold",221500,3,2,"1650",6534
"7926",11210,"232 S Dillwyn Rd, Newark, DE",19711,"9/7/06","Sold",225000,3,1.1,"1650",6969
"7927",11211,"232 S Dillwyn Rd, Newark, DE",19711,"11/8/17","Listed for sale",219900,3,1.1,"1650",6969
"7928",11212,"232 S Dillwyn Rd, Newark, DE",19711,"1/11/18","Listing removed",219900,3,1.1,"1650",6969
"7929",11213,"232 S Dillwyn Rd, Newark, DE",19711,"1/11/18","Pending sale",219900,3,1.1,"1650",6969
"7930",11214,"232 S Dillwyn Rd, Newark, DE",19711,"1/29/18","Sold",217000,3,1.1,"1650",6969
"7931",11270,"260 S Dillwyn Rd, Newark, DE",19711,"11/10/08","Listed for sale",226900,3,1.5,"1650",6969
"7932",11271,"260 S Dillwyn Rd, Newark, DE",19711,"1/20/09","Price change",219900,3,1.5,"1650",6969
"7933",11272,"260 S Dillwyn Rd, Newark, DE",19711,"2/24/09","Listing removed",219900,3,1.5,"1650",6969
"7934",11273,"260 S Dillwyn Rd, Newark, DE",19711,"4/1/09","Sold",2e+05,3,1.5,"1650",6969
"7935",11274,"260 S Dillwyn Rd, Newark, DE",19711,"3/17/16","Listed for sale",239850,3,1.5,"1650",6969
"7936",11275,"260 S Dillwyn Rd, Newark, DE",19711,"4/11/16","Price change",234850,3,1.5,"1650",6969
"7937",11276,"260 S Dillwyn Rd, Newark, DE",19711,"4/25/16","Price change",224850,3,1.5,"1650",6969
"7938",11277,"260 S Dillwyn Rd, Newark, DE",19711,"5/24/16","Listing removed",224850,3,1.5,"1650",6969
"7939",11278,"260 S Dillwyn Rd, Newark, DE",19711,"6/24/16","Sold",223500,3,1.5,"1650",6969
"7940",11377,"301 Darwin Dr, Newark, DE",19711,"4/4/12","Listing removed",197000,3,2,"1650",10454
"7941",11378,"301 Darwin Dr, Newark, DE",19711,"5/3/12","Sold",197000,3,2,"1650",10454
"7942",11379,"301 Darwin Dr, Newark, DE",19711,"7/11/17","Listed for sale",229000,3,2,"1650",10454
"7943",11380,"301 Darwin Dr, Newark, DE",19711,"7/14/17","Pending sale",229000,3,2,"1650",10454
"7944",11381,"301 Darwin Dr, Newark, DE",19711,"8/3/17","Listing removed",229000,3,2,"1650",10454
"7945",11382,"301 Darwin Dr, Newark, DE",19711,"8/17/17","Sold",229000,3,2,"1650",10454
"7946",11641,"421 Darwin Dr, Newark, DE",19711,"6/27/17","Listed for sale",240000,4,2,"1650",10018
"7947",11642,"421 Darwin Dr, Newark, DE",19711,"8/3/17","Price change",230000,4,2,"1650",10018
"7948",11643,"421 Darwin Dr, Newark, DE",19711,"8/11/17","Listing removed",230000,4,2,"1650",10018
"7949",11644,"421 Darwin Dr, Newark, DE",19711,"8/11/17","Pending sale",230000,4,2,"1650",10018
"7950",11645,"421 Darwin Dr, Newark, DE",19711,"9/15/17","Sold",223000,4,2,"1650",10018
"7951",12082,"7 Pinedale Rd, Newark, DE",19711,"9/23/16","Listed for sale",234900,4,2.5,"1650",6969
"7952",12083,"7 Pinedale Rd, Newark, DE",19711,"9/29/16","Price change",224900,4,2.5,"1650",6969
"7953",12084,"7 Pinedale Rd, Newark, DE",19711,"10/14/16","Price change",219900,4,2.5,"1650",6969
"7954",12085,"7 Pinedale Rd, Newark, DE",19711,"12/21/16","Pending sale",219900,4,2.5,"1650",6969
"7955",12086,"7 Pinedale Rd, Newark, DE",19711,"1/18/17","Price change",224300,4,2.5,"1650",6969
"7956",12087,"7 Pinedale Rd, Newark, DE",19711,"1/20/17","Listing removed",224300,4,2.5,"1650",6969
"7957",12088,"7 Pinedale Rd, Newark, DE",19711,"3/13/17","Sold",224000,4,2.5,"1650",6969
"7958",12126,"707 N Brownleaf Rd, Newark, DE",19713,"7/29/15","Listed for sale",121900,4,2,"1650",9147
"7959",12127,"707 N Brownleaf Rd, Newark, DE",19713,"9/1/15","Listing removed",121900,4,2,"1650",9147
"7960",12128,"707 N Brownleaf Rd, Newark, DE",19713,"10/24/15","Listed for sale",121900,4,2,"1650",9147
"7961",12129,"707 N Brownleaf Rd, Newark, DE",19713,"10/27/15","Listing removed",121900,4,2,"1650",9147
"7962",12130,"707 N Brownleaf Rd, Newark, DE",19713,"3/16/16","Listed for sale",121900,4,2,"1650",9147
"7963",12131,"707 N Brownleaf Rd, Newark, DE",19713,"3/27/16","Listing removed",121900,4,2,"1650",9147
"7964",12132,"707 N Brownleaf Rd, Newark, DE",19713,"6/28/16","Sold",127299,4,2,"1650",9147
"7965",12133,"707 N Brownleaf Rd, Newark, DE",19713,"11/21/16","Listed for sale",235000,4,2,"1650",9147
"7966",12134,"707 N Brownleaf Rd, Newark, DE",19713,"11/30/16","Listing removed",235000,4,2,"1650",9147
"7967",12135,"707 N Brownleaf Rd, Newark, DE",19713,"2/21/17","Sold",224000,4,2,"1650",9147
"7968",12327,"9 Argyle Rd, Newark, DE",19713,"9/24/02","Sold",150000,4,2,"1650",10018
"7969",12328,"9 Argyle Rd, Newark, DE",19713,"5/16/17","Listed for sale",231900,4,2,"1650",10018
"7970",12329,"9 Argyle Rd, Newark, DE",19713,"5/23/17","Pending sale",231900,4,2,"1650",10018
"7971",12330,"9 Argyle Rd, Newark, DE",19713,"6/12/17","Listing removed",231900,4,2,"1650",10018
"7972",12331,"9 Argyle Rd, Newark, DE",19713,"6/23/17","Sold",236900,4,2,"1650",10018
"7973",12416,"10 N Townview Ln, Newark, DE",19711,"5/17/11","Price change",264650,3,2,"1650",10018
"7974",12417,"10 N Townview Ln, Newark, DE",19711,"5/20/11","Price change",259900,3,2,"1650",10018
"7975",12418,"10 N Townview Ln, Newark, DE",19711,"5/26/11","Listing removed",259900,3,2,"1650",10018
"7976",12419,"10 N Townview Ln, Newark, DE",19711,"6/30/11","Sold",258400,3,2,"1650",10018
"7977",12420,"10 N Townview Ln, Newark, DE",19711,"7/27/16","Listed for sale",259985,3,2,"1650",10018
"7978",12421,"10 N Townview Ln, Newark, DE",19711,"8/27/16","Price change",249985,3,2,"1650",10018
"7979",12422,"10 N Townview Ln, Newark, DE",19711,"9/1/16","Price change",254985,3,2,"1650",10018
"7980",12423,"10 N Townview Ln, Newark, DE",19711,"9/27/16","Price change",249985,3,2,"1650",10018
"7981",12424,"10 N Townview Ln, Newark, DE",19711,"10/19/16","Price change",244985,3,2,"1650",10018
"7982",12425,"10 N Townview Ln, Newark, DE",19711,"10/27/16","Listing removed",244985,3,2,"1650",10018
"7983",12426,"10 N Townview Ln, Newark, DE",19711,"12/9/16","Sold",235000,3,2,"1650",10018
"7984",12584,"106 Woodring Ln, Newark, DE",19702,"6/1/18","Listed for sale",245000,4,2,"1650",7840
"7985",12585,"106 Woodring Ln, Newark, DE",19702,"6/27/18","Price change",237500,4,2,"1650",7840
"7986",12586,"106 Woodring Ln, Newark, DE",19702,"8/10/18","Pending sale",237500,4,2,"1650",7840
"7987",12587,"106 Woodring Ln, Newark, DE",19702,"9/8/18","Listing removed",237500,4,2,"1650",7840
"7988",12588,"106 Woodring Ln, Newark, DE",19702,"9/19/18","Sold",235000,4,2,"1650",7840
"7989",12746,"113 Eastfield Rd, Newark, DE",19713,"2/6/18","Sold",174000,3,2,"1650",10018
"7990",12747,"113 Eastfield Rd, Newark, DE",19713,"5/12/18","Listed for sale",169900,3,2,"1650",10018
"7991",12748,"113 Eastfield Rd, Newark, DE",19713,"7/26/18","Price change",155900,3,2,"1650",10018
"7992",12749,"113 Eastfield Rd, Newark, DE",19713,"9/28/18","Listing removed",155900,3,2,"1650",10018
"7993",12750,"113 Eastfield Rd, Newark, DE",19713,"10/18/18","Sold",143000,3,2,"1650",10018
"7994",12751,"113 Eastfield Rd, Newark, DE",19713,"3/17/19","Listing removed",180000,3,2,"1650",10018
"7995",12878,"12 Slates End, Newark, DE",19702,"7/10/18","Listed for sale",239900,4,2,"1650",9147
"7996",12879,"12 Slates End, Newark, DE",19702,"7/14/18","Pending sale",239900,4,2,"1650",9147
"7997",12880,"12 Slates End, Newark, DE",19702,"8/25/18","Listing removed",239900,4,2,"1650",9147
"7998",12881,"12 Slates End, Newark, DE",19702,"8/30/18","Sold",239900,4,2,"1650",9147
"7999",12956,"1216 Pinefield Rd, Newark, DE",19713,"7/5/18","Listed for sale",220000,3,1,"1650",7840
"8000",12957,"1216 Pinefield Rd, Newark, DE",19713,"7/25/18","Listing removed",220000,3,1,"1650",7840
"8001",12958,"1216 Pinefield Rd, Newark, DE",19713,"8/29/18","Sold",212500,3,1,"1650",7840
"8002",13247,"157 Woodshade Dr, Newark, DE",19702,"1/5/07","Sold",223000,4,2,"1650",8712
"8003",13248,"157 Woodshade Dr, Newark, DE",19702,"2/3/14","Listed for sale",224999,4,2,"1650",8712
"8004",13249,"157 Woodshade Dr, Newark, DE",19702,"2/25/14","Price change",219900,4,2,"1650",8712
"8005",13250,"157 Woodshade Dr, Newark, DE",19702,"3/18/14","Price change",214999,4,2,"1650",8712
"8006",13251,"157 Woodshade Dr, Newark, DE",19702,"3/19/14","Listing removed",214999,4,2,"1650",8712
"8007",13252,"157 Woodshade Dr, Newark, DE",19702,"4/11/18","Listed for sale",239999,4,2,"1650",8712
"8008",13253,"157 Woodshade Dr, Newark, DE",19702,"5/3/18","Pending sale",239999,4,2,"1650",8712
"8009",13254,"157 Woodshade Dr, Newark, DE",19702,"5/30/18","Sold",2399000,4,2,"1650",8712
"8010",13311,"17 Dunbar Rd, Newark, DE",19711,"11/17/03","Sold",163000,3,2,"1650",8712
"8011",13312,"17 Dunbar Rd, Newark, DE",19711,"11/3/11","Sold",227731,3,2,"1650",8712
"8012",13314,"17 Dunbar Rd, Newark, DE",19711,"1/19/12","Price change",122500,3,2,"1650",8712
"8013",13315,"17 Dunbar Rd, Newark, DE",19711,"2/14/12","Listing removed",122500,3,2,"1650",8712
"8014",13316,"17 Dunbar Rd, Newark, DE",19711,"9/15/12","Listed for sale",209000,3,2,"1650",8712
"8015",13317,"17 Dunbar Rd, Newark, DE",19711,"11/1/12","Price change",204000,3,2,"1650",8712
"8016",13318,"17 Dunbar Rd, Newark, DE",19711,"11/27/12","Price change",199900,3,2,"1650",8712
"8017",13319,"17 Dunbar Rd, Newark, DE",19711,"1/11/13","Listing removed",199900,3,2,"1650",8712
"8018",13320,"17 Dunbar Rd, Newark, DE",19711,"2/8/13","Sold",198000,3,2,"1650",8712
"8019",13321,"17 Dunbar Rd, Newark, DE",19711,"11/9/17","Listed for sale",219900,3,2,"1650",8712
"8020",13322,"17 Dunbar Rd, Newark, DE",19711,"1/19/18","Sold",219900,3,2,"1650",8712
"8021",13323,"17 Dunbar Rd, Newark, DE",19711,"4/8/18","Sold",219900,3,2,"1650",8712
"8022",14079,"313 Hudson Dr, Newark, DE",19711,"8/3/18","Sold",180000,1,2,"1650",6969
"8023",14080,"313 Hudson Dr, Newark, DE",19711,"9/4/18","Listed for sale",180000,1,2,"1650",6969
"8024",14081,"313 Hudson Dr, Newark, DE",19711,"9/14/18","Price change",165000,1,2,"1650",6969
"8025",14082,"313 Hudson Dr, Newark, DE",19711,"9/19/18","Pending sale",165000,1,2,"1650",6969
"8026",14083,"313 Hudson Dr, Newark, DE",19711,"11/28/18","Back on market",165000,1,2,"1650",6969
"8027",14084,"313 Hudson Dr, Newark, DE",19711,"12/5/18","Pending sale",165000,1,2,"1650",6969
"8028",14085,"313 Hudson Dr, Newark, DE",19711,"1/31/19","Listing removed",165000,1,2,"1650",6969
"8029",14086,"313 Hudson Dr, Newark, DE",19711,"2/15/19","Sold",165000,1,2,"1650",6969
"8030",14182,"36 Greenbridge Dr, Newark, DE",19713,"11/11/16","Listed for sale",205000,3,1.5,"1650",6534
"8031",14183,"36 Greenbridge Dr, Newark, DE",19713,"12/8/16","Price change",199900,3,1.5,"1650",6534
"8032",14184,"36 Greenbridge Dr, Newark, DE",19713,"3/10/17","Price change",195000,3,1.5,"1650",6534
"8033",14185,"36 Greenbridge Dr, Newark, DE",19713,"3/15/17","Listing removed",195000,3,1.5,"1650",6534
"8034",14186,"36 Greenbridge Dr, Newark, DE",19713,"3/15/17","Pending sale",195000,3,1.5,"1650",6534
"8035",14187,"36 Greenbridge Dr, Newark, DE",19713,"4/5/17","Sold",180000,3,1.5,"1650",6534
"8036",14264,"4 Glyn Dr, Newark, DE",19713,"5/19/17","Listed for sale",217000,4,1.5,"1650",10018
"8037",14265,"4 Glyn Dr, Newark, DE",19713,"6/5/17","Listing removed",217000,4,1.5,"1650",10018
"8038",14266,"4 Glyn Dr, Newark, DE",19713,"7/17/17","Sold",225000,4,1.5,"1650",10018
"8039",14670,"6 Myers Rd, Newark, DE",19713,"10/25/08","Listed for sale",229000,3,1.1,"1650",7840
"8040",14671,"6 Myers Rd, Newark, DE",19713,"11/21/08","Price change",225000,3,1.1,"1650",7840
"8041",14672,"6 Myers Rd, Newark, DE",19713,"12/24/08","Listing removed",225000,3,1.1,"1650",7840
"8042",14673,"6 Myers Rd, Newark, DE",19713,"2/4/09","Sold",222850,3,1.1,"1650",7840
"8043",14674,"6 Myers Rd, Newark, DE",19713,"4/4/17","Sold",134300,3,1.1,"1650",7840
"8044",14675,"6 Myers Rd, Newark, DE",19713,"4/7/17","Listed for sale",123750,3,1.1,"1650",7840
"8045",14676,"6 Myers Rd, Newark, DE",19713,"4/19/17","Listing removed",123750,3,1.1,"1650",7840
"8046",14677,"6 Myers Rd, Newark, DE",19713,"7/7/17","Sold",121000,3,1.1,"1650",7840
"8047",14678,"6 Myers Rd, Newark, DE",19713,"9/18/17","Listed for sale",234900,3,1.1,"1650",7840
"8048",14679,"6 Myers Rd, Newark, DE",19713,"10/2/17","Price change",229900,3,1.1,"1650",7840
"8049",14680,"6 Myers Rd, Newark, DE",19713,"10/16/17","Listing removed",229900,3,1.1,"1650",7840
"8050",14681,"6 Myers Rd, Newark, DE",19713,"10/16/17","Pending sale",229900,3,1.1,"1650",7840
"8051",14682,"6 Myers Rd, Newark, DE",19713,"11/17/17","Sold",227000,3,1.1,"1650",7840
"8052",15563,"112 E Green Valley Cir, Newark, DE",19711,"9/30/04","Sold",168300,3,2.1,"1650",2613
"8053",15564,"112 E Green Valley Cir, Newark, DE",19711,"10/1/07","Sold",207143,3,2.1,"1650",2613
"8054",15565,"112 E Green Valley Cir, Newark, DE",19711,"11/1/17","Listed for sale",208900,3,2.1,"1650",2613
"8055",15566,"112 E Green Valley Cir, Newark, DE",19711,"11/30/17","Price change",207500,3,2.1,"1650",2613
"8056",15567,"112 E Green Valley Cir, Newark, DE",19711,"1/3/18","Price change",203900,3,2.1,"1650",2613
"8057",15568,"112 E Green Valley Cir, Newark, DE",19711,"2/26/18","Price change",199900,3,2.1,"1650",2613
"8058",15569,"112 E Green Valley Cir, Newark, DE",19711,"3/13/18","Price change",203900,3,2.1,"1650",2613
"8059",15570,"112 E Green Valley Cir, Newark, DE",19711,"3/30/18","Price change",199900,3,2.1,"1650",2613
"8060",15571,"112 E Green Valley Cir, Newark, DE",19711,"4/24/18","Listing removed",199900,3,2.1,"1650",2613
"8061",15572,"112 E Green Valley Cir, Newark, DE",19711,"5/24/18","Sold",190000,3,2.1,"1650",2613
"8062",15728,"122 E Green Valley Cir, Newark, DE",19711,"4/15/16","Listed for sale",209900,3,3,"1650",2614
"8063",15729,"122 E Green Valley Cir, Newark, DE",19711,"5/16/16","Price change",205000,3,3,"1650",2614
"8064",15730,"122 E Green Valley Cir, Newark, DE",19711,"6/29/16","Price change",199900,3,3,"1650",2614
"8065",15731,"122 E Green Valley Cir, Newark, DE",19711,"8/16/16","Listing removed",199900,3,3,"1650",2614
"8066",15732,"122 E Green Valley Cir, Newark, DE",19711,"9/15/16","Sold",190000,3,3,"1650",2614
"8067",15756,"128 E Green Valley Cir, Newark, DE",19711,"7/19/17","Listed for sale",214000,3,2.5,"1650",3920
"8068",15757,"128 E Green Valley Cir, Newark, DE",19711,"7/26/17","Listing removed",214000,3,2.5,"1650",3920
"8069",15758,"128 E Green Valley Cir, Newark, DE",19711,"8/31/17","Sold",208500,3,2.5,"1650",3920
"8070",15759,"128 E Green Valley Cir, Newark, DE",19711,"10/11/17","Sold",208500,3,2.5,"1650",3920
"8071",15849,"14 Gogh Cir, Newark, DE",19702,"12/18/02","Sold",123000,3,2,"1650",6098
"8072",15850,"14 Gogh Cir, Newark, DE",19702,"10/29/07","Sold",199900,3,2,"1650",6098
"8073",15851,"14 Gogh Cir, Newark, DE",19702,"10/6/16","Listed for sale",169900,3,2,"1650",6098
"8074",15852,"14 Gogh Cir, Newark, DE",19702,"10/12/16","Price change",162900,3,2,"1650",6098
"8075",15853,"14 Gogh Cir, Newark, DE",19702,"11/15/16","Price change",159900,3,2,"1650",6098
"8076",15854,"14 Gogh Cir, Newark, DE",19702,"12/5/16","Price change",149900,3,2,"1650",6098
"8077",15855,"14 Gogh Cir, Newark, DE",19702,"3/31/17","Listing removed",149900,3,2,"1650",6098
"8078",15856,"14 Gogh Cir, Newark, DE",19702,"8/14/17","Listed for sale",159900,3,2,"1650",6098
"8079",15857,"14 Gogh Cir, Newark, DE",19702,"10/23/17","Price change",149900,3,2,"1650",6098
"8080",15858,"14 Gogh Cir, Newark, DE",19702,"2/13/18","Pending sale",149900,3,2,"1650",6098
"8081",15859,"14 Gogh Cir, Newark, DE",19702,"2/16/18","Listing removed",149900,3,2,"1650",6098
"8082",15860,"14 Gogh Cir, Newark, DE",19702,"4/4/18","Sold",155000,3,2,"1650",6098
"8083",15880,"14 Lower Valley Ln, Newark, DE",19711,"9/11/18","Listed for sale",209900,3,3,"1650",2613
"8084",15881,"14 Lower Valley Ln, Newark, DE",19711,"9/17/18","Listing removed",209900,3,3,"1650",2613
"8085",15882,"14 Lower Valley Ln, Newark, DE",19711,"10/31/18","Sold",209900,3,3,"1650",2613
"8086",16008,"16 E Green Valley Cir, Newark, DE",19711,"2/23/07","Sold",190000,3,3,"1650",3049
"8087",16009,"16 E Green Valley Cir, Newark, DE",19711,"5/23/17","Listed for sale",209900,3,3,"1650",3049
"8088",16010,"16 E Green Valley Cir, Newark, DE",19711,"3/12/18","Listed for sale",205000,3,3,"1650",3049
"8089",16011,"16 E Green Valley Cir, Newark, DE",19711,"3/12/18","Price change",199999,3,3,"1650",3049
"8090",16012,"16 E Green Valley Cir, Newark, DE",19711,"6/17/18","Listed for sale",209900,3,3,"1650",3049
"8091",16013,"16 E Green Valley Cir, Newark, DE",19711,"9/28/18","Price change",208900,3,3,"1650",3049
"8092",16014,"16 E Green Valley Cir, Newark, DE",19711,"11/14/18","Pending sale",208900,3,3,"1650",3049
"8093",16015,"16 E Green Valley Cir, Newark, DE",19711,"12/6/18","Listing removed",208900,3,3,"1650",3049
"8094",16016,"16 E Green Valley Cir, Newark, DE",19711,"1/17/19","Sold",202000,3,3,"1650",3049
"8095",16406,"217 Sleepy Hollow Ct, Newark, DE",19711,"11/6/18","Listed for sale",165000,3,3,"1650",4791
"8096",16407,"217 Sleepy Hollow Ct, Newark, DE",19711,"11/30/18","Price change",164100,3,3,"1650",4791
"8097",16408,"217 Sleepy Hollow Ct, Newark, DE",19711,"12/20/18","Listing removed",164100,3,3,"1650",4791
"8098",16409,"217 Sleepy Hollow Ct, Newark, DE",19711,"1/22/19","Sold",153000,3,3,"1650",4791
"8099",16410,"217 Sleepy Hollow Ct, Newark, DE",19711,"3/25/19","Listed for sale",289000,3,3,"1650",4791
"8100",16411,"217 Sleepy Hollow Ct, Newark, DE",19711,"4/3/19","Pending sale",289000,3,3,"1650",4791
"8101",16412,"217 Sleepy Hollow Ct, Newark, DE",19711,"4/22/19","Listing removed",289000,3,3,"1650",4791
"8102",16413,"217 Sleepy Hollow Ct, Newark, DE",19711,"4/23/19","Sold",289000,3,3,"1650",4791
"8103",16417,"22 Allison Ln, Newark, DE",19711,"8/15/16","Listed for sale",134900,4,2,"1650",10454
"8104",16418,"22 Allison Ln, Newark, DE",19711,"9/8/16","Price change",128500,4,2,"1650",10454
"8105",16419,"22 Allison Ln, Newark, DE",19711,"9/12/16","Listing removed",128500,4,2,"1650",10454
"8106",16420,"22 Allison Ln, Newark, DE",19711,"10/11/16","Sold",131000,4,2,"1650",10454
"8107",16421,"22 Allison Ln, Newark, DE",19711,"3/26/17","Price change",166000,4,2,"1650",10454
"8108",16422,"22 Allison Ln, Newark, DE",19711,"3/30/17","Listed for sale",224900,4,2,"1650",10454
"8109",16423,"22 Allison Ln, Newark, DE",19711,"3/30/17","Listing removed",166000,4,2,"1650",10454
"8110",16424,"22 Allison Ln, Newark, DE",19711,"4/2/17","Listing removed",224900,4,2,"1650",10454
"8111",16425,"22 Allison Ln, Newark, DE",19711,"5/28/18","Listing removed",170000,4,2,"1650",10454
"8112",16574,"26 E Green Valley Cir, Newark, DE",19711,"10/5/11","Listed for sale",185000,3,2.5,"1650",2613
"8113",16575,"26 E Green Valley Cir, Newark, DE",19711,"11/15/11","Price change",179900,3,2.5,"1650",2613
"8114",16576,"26 E Green Valley Cir, Newark, DE",19711,"2/14/12","Listing removed",179900,3,2.5,"1650",2613
"8115",16577,"26 E Green Valley Cir, Newark, DE",19711,"3/30/12","Sold",175500,3,2.5,"1650",2613
"8116",16580,"26 E Green Valley Cir, Newark, DE",19711,"4/19/17","Listed for sale",210000,3,2.5,"1650",2613
"8117",16581,"26 E Green Valley Cir, Newark, DE",19711,"6/8/17","Price change",199900,3,2.5,"1650",2613
"8118",16582,"26 E Green Valley Cir, Newark, DE",19711,"7/6/17","Price change",194900,3,2.5,"1650",2613
"8119",16583,"26 E Green Valley Cir, Newark, DE",19711,"7/27/17","Price change",189900,3,2.5,"1650",2613
"8120",16584,"26 E Green Valley Cir, Newark, DE",19711,"8/8/17","Pending sale",189900,3,2.5,"1650",2613
"8121",16585,"26 E Green Valley Cir, Newark, DE",19711,"8/18/17","Back on market",189900,3,2.5,"1650",2613
"8122",16586,"26 E Green Valley Cir, Newark, DE",19711,"9/14/17","Price change",184900,3,2.5,"1650",2613
"8123",16587,"26 E Green Valley Cir, Newark, DE",19711,"9/20/17","Pending sale",184900,3,2.5,"1650",2613
"8124",16588,"26 E Green Valley Cir, Newark, DE",19711,"10/27/17","Listing removed",184900,3,2.5,"1650",2613
"8125",16589,"26 E Green Valley Cir, Newark, DE",19711,"11/15/17","Sold",180000,3,2.5,"1650",2613
"8126",16680,"278 Green Ln, Newark, DE",19711,"9/17/18","Listed for sale",194900,3,2.5,"1650",2178
"8127",16681,"278 Green Ln, Newark, DE",19711,"10/2/18","Pending sale",194900,3,2.5,"1650",2178
"8128",16682,"278 Green Ln, Newark, DE",19711,"12/4/18","Back on market",194900,3,2.5,"1650",2178
"8129",16683,"278 Green Ln, Newark, DE",19711,"12/7/18","Price change",189900,3,2.5,"1650",2178
"8130",16684,"278 Green Ln, Newark, DE",19711,"1/8/19","Listing removed",189900,3,2.5,"1650",2178
"8131",16685,"278 Green Ln, Newark, DE",19711,"1/9/19","Sold",181000,3,2.5,"1650",2178
"8132",16734,"29 Thomas Jefferson Blvd, Newark, DE",19702,"8/2/18","Listed for sale",230000,3,2,"1650",6098
"8133",16735,"29 Thomas Jefferson Blvd, Newark, DE",19702,"8/31/18","Price change",223000,3,2,"1650",6098
"8134",16736,"29 Thomas Jefferson Blvd, Newark, DE",19702,"9/25/18","Listing removed",223000,3,2,"1650",6098
"8135",16737,"29 Thomas Jefferson Blvd, Newark, DE",19702,"11/9/18","Listed for sale",223000,3,2,"1650",6098
"8136",16738,"29 Thomas Jefferson Blvd, Newark, DE",19702,"11/9/18","Price change",224000,3,2,"1650",6098
"8137",16739,"29 Thomas Jefferson Blvd, Newark, DE",19702,"12/9/18","Price change",220000,3,2,"1650",6098
"8138",16740,"29 Thomas Jefferson Blvd, Newark, DE",19702,"12/13/18","Pending sale",220000,3,2,"1650",6098
"8139",16741,"29 Thomas Jefferson Blvd, Newark, DE",19702,"1/10/19","Sold",220000,3,2,"1650",6098
"8140",16757,"296 Green Ln, Newark, DE",19711,"5/12/03","Sold",145000,3,2.5,"1650",4356
"8141",16758,"296 Green Ln, Newark, DE",19711,"5/18/18","Listed for sale",239900,3,2.5,"1650",4356
"8142",16759,"296 Green Ln, Newark, DE",19711,"6/18/18","Price change",229900,3,2.5,"1650",4356
"8143",16760,"296 Green Ln, Newark, DE",19711,"8/9/18","Listing removed",229900,3,2.5,"1650",4356
"8144",16761,"296 Green Ln, Newark, DE",19711,"9/24/18","Sold",224900,3,2.5,"1650",4356
"8145",16831,"304 2nd St, Newark, DE",19711,"8/3/05","Sold",229900,3,2.1,"1650",2178
"8146",16832,"304 2nd St, Newark, DE",19711,"9/17/12","Listed for sale",210000,3,2.1,"1650",2178
"8147",16833,"304 2nd St, Newark, DE",19711,"10/16/12","Price change",197000,3,2.1,"1650",2178
"8148",16834,"304 2nd St, Newark, DE",19711,"12/6/12","Listing removed",197000,3,2.1,"1650",2178
"8149",16835,"304 2nd St, Newark, DE",19711,"1/8/13","Sold",185000,3,2.1,"1650",2178
"8150",16836,"304 2nd St, Newark, DE",19711,"2/1/17","Listed for sale",216500,3,2.1,"1650",2178
"8151",16837,"304 2nd St, Newark, DE",19711,"4/11/17","Price change",209500,3,2.1,"1650",2178
"8152",16838,"304 2nd St, Newark, DE",19711,"5/15/17","Listing removed",209500,3,2.1,"1650",2178
"8153",16839,"304 2nd St, Newark, DE",19711,"5/15/17","Pending sale",209500,3,2.1,"1650",2178
"8154",16840,"304 2nd St, Newark, DE",19711,"7/24/17","Sold",209000,3,2.1,"1650",2178
"8155",17174,"4 E Green Valley Cir, Newark, DE",19711,"12/11/03","Sold",155000,3,2.5,"1650",3484
"8156",17175,"4 E Green Valley Cir, Newark, DE",19711,"6/30/04","Sold",175000,3,2.5,"1650",3484
"8157",17176,"4 E Green Valley Cir, Newark, DE",19711,"7/11/07","Sold",215000,3,2.5,"1650",3484
"8158",17177,"4 E Green Valley Cir, Newark, DE",19711,"1/30/09","Listed for sale",219900,3,2.5,"1650",3484
