"","X.1","X","Address","Zip","Date","Event","Price","Beds","Baths","SqrFt","LotSize","Time","DaysOnMarket","RollTimeAv"
"899",8150,16836,"304 2nd St, Newark, DE",19711,2017-02-01,"Listed for sale",216500,3,2.1,1650,2178,243,173,115.133333333333
"900",4406,18163,"76 Auckland Dr, Newark, DE",19702,2017-02-01,"Listed for sale",118900,3,2.5,1392,6970,243,69,116.666666666667
"901",4825,21791,"213 Gladstone Way, Bear, DE",19701,2017-02-02,"Listed for sale",199000,2,2,1400,3049,244,35,114.133333333333
"902",1126,9428,"42 Martindale Dr, Newark, DE",19713,2017-02-02,"Listed for sale",189900,3,1,1125,6969,244,148,107.066666666667
"903",5087,17445,"43 Midland Dr, Newark, DE",19713,2017-02-02,"Listed for sale",189900,3,1.5,1425,7840,244,45,107.333333333333
"904",9608,17683,"5 Van Buren Cir, Newark, DE",19702,2017-02-02,"Sold",229000,3,2,1750,7840,244,48,110.4
"905",12376,1825,"50 Queens Way, Newark, DE",19713,2017-02-02,"Listed for sale",162500,3,1.5,2000,8276,244,5,101.333333333333
"906",13578,3515,"2 Macduff Ct, Newark, DE",19711,2017-02-03,"Sold",218299,4,3,2200,5636,245,87,98.5333333333333
"907",14437,1128,"28 Greenbridge Dr, Newark, DE",19713,2017-02-03,"Listed for sale",165000,4,2,2475,6534,245,160,106.333333333333
"908",13827,5192,"78 Avignon Dr, Newark, DE",19702,2017-02-03,"Sold",283000,4,2.5,2250,9147,245,63,95.7333333333333
"909",1835,16213,"2 Bass Ct, Newark, DE",19713,2017-02-06,"Sold",152000,2,1,1200,7840,248,213,104
"910",2467,16560,"25 Perpen Ct W, Newark, DE",19702,2017-02-06,"Listed for sale",140000,3,2,1250,2178,248,51,102.733333333333
"911",8414,22887,"83 Versailles Ct, Newark, DE",19702,2017-02-06,"Listed for sale",970000,3,1.5,1650,2178,248,277,117.933333333333
"912",2431,15908,"143 Valley Cir, Newark, DE",19711,2017-02-07,"Listed for sale",169900,2,2,1250,2613,249,72,104.733333333333
"913",2399,13280,"16 Kayak Ct, Newark, DE",19702,2017-02-07,"Sold",117000,3,1.5,1250,2614,249,25,100.066666666667
"914",9238,11046,"208 Catalina Dr, Newark, DE",19711,2017-02-07,"Listed for sale",136000,3,1,1725,9147,249,64,103.2
"915",14572,3687,"211 Nonantum Dr, Newark, DE",19711,2017-02-07,"Sold",265000,4,3,2550,10454,249,148,94.5333333333333
"916",3937,14267,"4 James Ct, Newark, DE",19702,2017-02-07,"Listed for sale",159900,3,1.5,1350,2178,249,101,102.4
"917",12377,1826,"50 Queens Way, Newark, DE",19713,2017-02-07,"Sold",145612,3,1.5,2000,8276,249,5,92.8
"918",14336,4814,"51 Flint Hill Dr, Newark, DE",19702,2017-02-07,"Listed for sale",279900,4,2,2400,7840,249,97,99.4
"919",6795,12810,"119 E Rutherford Dr, Newark, DE",19713,2017-02-08,"Listed for sale",210000,4,2,1575,7405,250,317,116.6
"920",10179,11329,"3 Kitty Ln, Newark, DE",19713,2017-02-08,"Sold",208000,4,2,1800,9583,250,153,97.4
"921",12634,4180,"312 Lynley Ln, Newark, DE",19711,2017-02-08,"Listed for sale",269900,3,3,2025,2613,250,84,113.2
"922",15170,7175,"423 Jacobsen Dr, Newark, DE",19702,2017-02-08,"Sold",240000,3,3,2925,5000,250,89,95.6666666666667
"923",10594,22614,"51 Brookfield Dr, Newark, DE",19702,2017-02-08,"Listed for sale",177500,3,3,1800,2178,250,132,110.466666666667
"924",14370,5151,"714 6th St, Newark, DE",19711,2017-02-08,"Listed for sale",209000,3,2.5,2429,2613,250,224,120.8
"925",2861,18187,"8 Augment Ct, Newark, DE",19713,2017-02-08,"Sold",174000,3,2,1275,9147,250,113,97.1333333333333
"926",3112,10518,"114 Garrett Rd, Newark, DE",19713,2017-02-09,"Listed for sale",199900,3,1.5,1300,8276,251,140,127.8
"927",7129,12990,"126 E Rutherford Dr, Newark, DE",19713,2017-02-09,"Sold",225000,3,2,1600,8276,251,72,95.6
"928",8654,16186,"18 Spectrum Dr, Newark, DE",19713,2017-02-09,"Sold",220000,3,1.5,1675,7840,251,291,109.333333333333
"929",10415,20504,"528 Canary Dr, Newark, DE",19702,2017-02-09,"Sold",105000,3,2,1800,2178,251,202,113.133333333333
"930",13833,5339,"9 Jaymar Blvd, Newark, DE",19702,2017-02-09,"Sold",280000,4,2.5,2250,9147,251,92,115.2
"931",2618,21081,"111 Cypress Dr, Newark, DE",19713,2017-02-10,"Listed for sale",165000,2,1.5,1250,2178,252,27,119.733333333333
"932",11515,12955,"1212 Stinsford Rd, Newark, DE",19713,2017-02-10,"Sold",210000,4,2,1900,8276,252,51,110.133333333333
"933",10757,19391,"18 Winton Ln, Newark, DE",19702,2017-02-10,"Sold",179900,3,3,1825,6098,252,63,111.133333333333
"934",10537,21694,"204 Arrowwood Dr, Newark, DE",19713,2017-02-10,"Listed for sale",245000,3,2.5,1800,6969,252,300,136.733333333333
"935",2284,13742,"2342 Milton Pl, Newark, DE",19702,2017-02-10,"Sold",134000,2,2,1245,1742,252,100,112
"936",11520,14328,"410 Longfield Rd, Newark, DE",19713,2017-02-10,"Listed for sale",185000,3,1,1900,7840,252,90,142.4
"937",5583,11720,"48 E Stephen Dr, Newark, DE",19713,2017-02-12,"Listed for sale",219900,3,2,1475,9147,254,109,139
"938",241,16776,"3 Coronet Ct, Newark, DE",19713,2017-02-13,"Listed for sale",169900,2,1,925,8276,255,183,147.8
"939",11197,20485,"515 Canary Dr, Newark, DE",19702,2017-02-13,"Sold",170000,3,2.5,1850,3920,255,63,112
"940",6526,17854,"6 Adelene Ave, Newark, DE",19711,2017-02-13,"Sold",236101,3,2,1550,9147,255,63,102
"941",5044,15592,"114 Auckland Dr, Newark, DE",19702,2017-02-14,"Listed for sale",115000,3,3,1425,6534,256,136,138.4
"942",9827,12827,"12 Andries Rd, Newark, DE",19711,2017-02-14,"Sold",227500,4,2.5,1775,6969,256,216,114.733333333333
"943",6386,8437,"14 Davies Rd, Newark, DE",19713,2017-02-14,"Sold",140000,3,1.5,1550,7405,256,243,121.066666666667
"944",3174,13620,"22 Aldershot Dr, Newark, DE",19713,2017-02-14,"Listed for sale",239900,4,2,1300,7840,256,44,136.533333333333
"945",983,14284,"4 Penfield Dr, Newark, DE",19713,2017-02-14,"Listed for sale",180200,3,1,1104,8712,256,9,132.866666666667
"946",12884,20,"1 Oak Ave, Newark, DE",19711,2017-02-15,"Sold",214000,5,2.5,2072,9148,257,217,135.2
"947",4660,15843,"138 Melodic Dr, Newark, DE",19713,2017-02-15,"Listed for sale",195000,3,1,1400,6970,257,37,128.6
"948",11246,15070,"87 Dallas Ave, Newark, DE",19711,2017-02-15,"Listed for sale",269900,4,1.5,1872,9583,257,173,133.666666666667
"949",9570,15177,"908 Rockmoss Ave, Newark, DE",19711,2017-02-15,"Listed for sale",169000,4,2,1750,8276,257,34,114.8
"950",2497,18491,"1012 9th St, Newark, DE",19711,2017-02-16,"Listed for sale",160000,2,2.5,1250,3049,258,19,110.466666666667
"951",12193,12568,"106 Autumn Horseshoe Bnd, Newark, DE",19702,2017-02-16,"Listed for sale",219000,4,3,1975,7405,258,244,117.933333333333
"952",11160,18716,"1102 Oakland Ct, Newark, DE",19711,2017-02-16,"Sold",207000,3,2.5,1850,2613,258,35,127.333333333333
"953",11020,10677,"128 Meadowood Dr, Newark, DE",19711,2017-02-16,"Listed for sale",225000,3,2,1850,6969,258,70,107.666666666667
"954",7218,14521,"50 Stallion Dr, Newark, DE",19713,2017-02-16,"Listed for sale",249999,4,2,1600,8712,258,91,104.4
"955",10222,14666,"6 Heather Rd, Newark, DE",19702,2017-02-16,"Listed for sale",239900,4,3,1800,6534,258,81,108
"956",12230,18917,"12 Cardenti Ct, Newark, DE",19702,2017-02-17,"Sold",195000,3,2.5,1975,4356,259,186,133.8
"957",3445,10660,"125 Lynch Farm Dr, Newark, DE",19713,2017-02-17,"Sold",179000,3,1.5,1325,8276,259,86,132
"958",3022,8637,"17 Matthews Rd, Newark, DE",19713,2017-02-17,"Listed for sale",135000,3,1.5,1300,7405,259,19,89.2666666666667
"959",5334,16933,"312 Pleasant Knoll Ct, Newark, DE",19711,2017-02-17,"Sold",215000,2,2.5,1450,3484,259,188,139.733333333333
"960",8917,14440,"46 Rankin Rd, Newark, DE",19711,2017-02-17,"Listed for sale",259900,3,2,1700,6970,259,55,86.9333333333333
"961",10662,9831,"708 Lehigh Rd, Newark, DE",19711,2017-02-17,"Sold",210000,4,2,1825,7405,259,42,123.133333333333
"962",9529,12137,"708 S Harmony Rd, Newark, DE",19713,2017-02-17,"Listed for sale",170000,4,2,1750,8276,259,23,81.2
"963",8731,22879,"80 Chambord Dr, Newark, DE",19702,2017-02-17,"Sold",189900,3,3,1675,4792,259,51,113.066666666667
"964",7573,16305,"203 Roseman Ct, Newark, DE",19711,2017-02-19,"Listed for sale",245900,3,2.5,1625,2613,261,68,73.5333333333333
"965",13190,3575,"204 Apache Ct, Newark, DE",19702,2017-02-20,"Listed for sale",265000,4,2.5,2125,7840,262,84,70.0666666666667
"966",10692,13552,"21 Ardmore Rd, Newark, DE",19713,2017-02-20,"Listed for sale",234900,4,2,1825,7840,262,74,72.0666666666667
"967",9684,22131,"27 N Tribbit Ave, Bear, DE",19701,2017-02-20,"Sold",152500,3,2.5,1750,2178,262,60,110.933333333333
"968",5793,22555,"5 Compass Rose Way, Newark, DE",19702,2017-02-20,"Listed for sale",267000,2,2,1475,5227,262,86,77.2
"969",11216,12265,"8 Sundew Rd, Newark, DE",19711,2017-02-20,"Listed for sale",259900,4,1.5,1858,6969,262,46,77.8
"970",2508,18562,"104 Clover Ct, Newark, DE",19711,2017-02-21,"Sold",136000,2,2,1250,2178,263,227,122.666666666667
"971",2411,15463,"107 Valley Cir, Newark, DE",19711,2017-02-21,"Listed for sale",159900,2,1.1,1250,3484,263,89,72.2
"972",2361,10613,"1201 Greentree Rd, Newark, DE",19713,2017-02-21,"Listed for sale",185000,3,1.5,1250,7840,263,129,78.5333333333333
"973",13434,3273,"159 Boyer Dr, Newark, DE",19702,2017-02-21,"Sold",245000,4,2.5,2175,8712,263,77,123.6
"974",3291,19341,"16 Victoria Blvd, Newark, DE",19702,2017-02-21,"Sold",950000,2,2.5,1300,2613,263,53,120.466666666667
"975",1244,11060,"21 Sanford Dr, Newark, DE",19713,2017-02-21,"Sold",163000,3,1,1125,7840,263,358,140.133333333333
"976",59,16877,"31 Poe Way, Newark, DE",19702,2017-02-21,"Listed for sale",155000,2,1,775,7840,263,99,83.8666666666667
"977",5133,22753,"67 Lisa Dr, Newark, DE",19702,2017-02-21,"Listed for sale",219900,3,2.5,1425,2613,263,85,73.2666666666667
"978",7967,12135,"707 N Brownleaf Rd, Newark, DE",19713,2017-02-21,"Sold",224000,4,2,1650,9147,263,92,142.066666666667
"979",6450,13346,"17 Gristmill Ln, Newark, DE",19711,2017-02-22,"Sold",179900,3,3,1550,7841,264,273,145.866666666667
"980",655,14139,"34 Heather Rd, Newark, DE",19702,2017-02-22,"Listed for sale",207500,3,1.5,1050,8276,264,114,76.2
"981",7719,20559,"613 5th St, Newark, DE",19711,2017-02-22,"Listed for sale",214900,3,2.5,1625,2613,264,62,74.2666666666667
"982",7696,19532,"207 Johnce Rd, Newark, DE",19711,2017-02-23,"Listed for sale",259900,3,2.5,1625,6534,265,64,73.1333333333333
"983",3825,11077,"211 Hull Ave, Newark, DE",19711,2017-02-23,"Sold",190000,4,1,1350,9147,265,78,134.866666666667
"984",11836,19846,"263 Sloan Ct, Wilmington, DE",19808,2017-02-23,"Listed for sale",250000,3,2.5,1925,5662,265,53,75.4
"985",14757,4287,"331 Nonantum Dr, Newark, DE",19711,2017-02-23,"Listed for sale",399850,4,4,2625,10454,265,77,76.8666666666667
"986",984,14285,"4 Penfield Dr, Newark, DE",19713,2017-02-23,"Sold",140000,3,1,1104,8712,265,9,121
"987",2540,19622,"22 Laxford Dr, Newark, DE",19702,2017-02-24,"Sold",150000,3,2,1250,2178,266,226,133.733333333333
"988",14804,6389,"234 Anita Ct, Newark, DE",19702,2017-02-24,"Sold",253000,3,4,2650,2650,266,80,126.666666666667
"989",157,17627,"5 Leader Dr, Newark, DE",19713,2017-02-24,"Sold",197000,3,2,875,8276,266,129,129.533333333333
"990",11820,19690,"23 Concord Dr, Newark, DE",19702,2017-02-25,"Listed for sale",153700,4,2.5,1925,7840,267,41,78.0666666666667
"991",12821,4992,"6 Foxtail Ct, Newark, DE",19711,2017-02-25,"Listed for sale",310000,3,2.5,2050,3049,267,81,78.9333333333333
"992",4434,8146,"1 N Kingston Rd, Newark, DE",19713,2017-02-27,"Listed for sale",129900,3,2,1400,10018,269,45,76.3333333333333
"993",3386,20995,"102 Gladstone Way, Newark, DE",19702,2017-02-27,"Listed for sale",169900,2,1.5,1300,2178,269,116,79.1333333333333
"994",12700,440,"13 E Stephen Dr, Newark, DE",19713,2017-02-27,"Listed for sale",214900,3,2,2032,10018,269,70,78.0666666666667
"995",1960,8380,"13 Prospect Ave, Newark, DE",19711,2017-02-27,"Sold",240000,2,1,1225,3920,269,44,119.933333333333
"996",12062,19384,"177 Rhythm Ct, Newark, DE",19713,2017-02-27,"Sold",215000,4,2,1950,8276,269,46,120.2
"997",3936,14210,"3704 Golf View Dr, Newark, DE",19702,2017-02-27,"Sold",128000,3,3,1350,7000,269,158,127.333333333333
"998",12858,7260,"435 Pierce Run, Newark, DE",19702,2017-02-27,"Listed for sale",280000,3,3,2050,3484,269,77,80.1333333333333
"999",13345,4860,"52 Danvers Cir, Newark, DE",19702,2017-02-27,"Listed for sale",260000,4,2.5,2150,6969,269,56,77.9333333333333
"1000",3951,14709,"60 Ethan Allen Ct, Newark, DE",19711,2017-02-27,"Listed for sale",134900,3,1.5,1350,2178,269,10,70
"1001",6866,14888,"8 Ardmore Rd, Newark, DE",19713,2017-02-27,"Listed for sale",199900,3,1.5,1575,7840,269,72,68.2
"1002",9422,20851,"1 Alexis Dr, Newark, DE",19702,2017-02-28,"Listed for sale",208800,3,3.5,1725,3484,270,108,69.7333333333333
"1003",5747,20898,"1 Woodcrest Ct, Newark, DE",19702,2017-02-28,"Sold",195000,3,2.5,1475,6098,270,77,128.466666666667
"1004",5897,10140,"1000 Greentree Rd, Newark, DE",19713,2017-02-28,"Listed for sale",970000,3,1,1500,8276,270,31,64.2
"1005",12732,568,"15 Tysons Ford Rd, Newark, DE",19711,2017-02-28,"Listed for sale",250000,3,2.5,2050,9147,270,59,64
"1006",438,17055,"333 Barley Dr, Newark, DE",19702,2017-02-28,"Listed for sale",142000,2,1.5,975,3049,270,44,62.6666666666667
"1007",13602,4313,"337 Chickory Way, Newark, DE",19711,2017-02-28,"Sold",216000,3,2.5,2200,3049,270,165,124.333333333333
"1008",9452,22373,"354 N Barrington Ct, Newark, DE",19702,2017-02-28,"Sold",2e+05,3,2.5,1725,2178,270,50,122.533333333333
"1009",2603,20614,"7 Wisteria Dr, Newark, DE",19702,2017-02-28,"Sold",195000,3,2.5,1250,2178,270,42,121.8
"1010",5714,15174,"908 Linfield Rd, Newark, DE",19713,2017-02-28,"Listed for sale",214900,3,1.5,1475,10018,270,42,61.9333333333333
"1011",7375,20977,"101 Blue Ridge Pl, Newark, DE",19702,2017-03-01,"Listed for sale",2e+05,2,2,1600,4791,271,128,65.3333333333333
"1012",7690,19052,"13 Three Rivers Ct, Newark, DE",19702,2017-03-01,"Listed for sale",218900,3,2.5,1625,8712,271,63,66.8
"1013",9543,13281,"16 Mcmechem Ct, Newark, DE",19711,2017-03-01,"Listed for sale",267000,4,3,1750,9583,271,63,65.6
"1014",9565,13504,"202 Apache Ct, Newark, DE",19702,2017-03-01,"Sold",215000,3,2,1750,7840,271,57,101.733333333333
"1015",5376,19729,"233 Jasmine Ln, Newark, DE",19702,2017-03-01,"Sold",187500,3,2,1450,2178,271,103,102.466666666667
"1016",5073,16619,"27 Cedar Farms Dr, Newark, DE",19702,2017-03-01,"Sold",217500,3,2,1425,7840,271,63,88.4666666666667
"1017",6455,13879,"28 N Fawn Dr, Newark, DE",19711,2017-03-01,"Listed for sale",239900,3,1.5,1550,8276,271,115,70.2666666666667
"1018",10671,12341,"9 S Dillwyn Rd, Newark, DE",19711,2017-03-01,"Sold",226000,3,3,1825,8712,271,49,86.5333333333333
"1019",4686,16054,"16 Warren Pl, Newark, DE",19702,2017-03-02,"Listed for sale",149900,3,2.5,1400,6098,272,47,65.6666666666667
"1020",10878,21750,"21 Spring Dr, Newark, DE",19702,2017-03-02,"Listed for sale",174900,3,2.5,1825,4356,272,48,64.2
"1021",6916,19575,"214 Dunsmore Dr, Newark, DE",19713,2017-03-02,"Listed for sale",265000,3,2.5,1575,6969,272,64,63.3333333333333
"1022",4615,13688,"2246 Dickens Ter, Newark, DE",19702,2017-03-02,"Listed for sale",119900,3,2.5,1400,2178,272,127,68.0666666666667
"1023",13842,6501,"28 Palo Ln, Newark, DE",19702,2017-03-02,"Listed for sale",289900,3,2.5,2250,7405,272,41,70.1333333333333
"1024",10892,22477,"40 Highland Cir, Newark, DE",19713,2017-03-02,"Listed for sale",212900,4,4,1825,2178,272,70,70
"1025",4973,11675,"43 Millwright Dr, Newark, DE",19711,2017-03-02,"Listed for sale",242000,4,2,1425,9147,272,145,72.4666666666667
"1026",1327,15808,"13 Warren Pl, Newark, DE",19702,2017-03-03,"Sold",107000,2,2,1125,3049,273,126,94.3333333333333
"1027",9799,10762,"15 Cordele Rd, Newark, DE",19711,2017-03-03,"Sold",265000,4,3,1775,10019,273,116,87
"1028",1309,13758,"2345 Milton Pl, Newark, DE",19702,2017-03-03,"Sold",132000,2,1.5,1125,1742,273,106,88.7333333333333
"1029",10405,20133,"320 Victoria Blvd, Newark, DE",19702,2017-03-03,"Sold",152500,2,2.5,1800,1800,273,141,89.5333333333333
"1030",5242,11569,"401 Rosewood Dr, Newark, DE",19713,2017-03-03,"Listed for sale",185000,3,1.5,1450,10018,273,63,74.6
"1031",6643,20429,"5 N Merriment Dr, Newark, DE",19702,2017-03-03,"Listed for sale",184900,3,2,1550,2178,273,174,82.2666666666667
"1032",5255,11765,"50 Odaniel Ave, Newark, DE",19711,2017-03-03,"Sold",209900,4,2.5,1450,6534,273,130,95.2666666666667
"1033",11994,15212,"944 Devon Dr, Newark, DE",19711,2017-03-03,"Listed for sale",235000,4,1.5,1950,10018,273,105,86.3333333333333
"1034",6424,11987,"611 Shue Dr, Newark, DE",19713,2017-03-04,"Listed for sale",225000,4,2,1550,9147,274,103,90.4
"1035",9934,15877,"14 Long Meadow Ct, Newark, DE",19711,2017-03-05,"Listed for sale",279900,3,2.5,1775,6098,275,87,87.6666666666667
"1036",14847,5587,"108 Glencoe Ct, Newark, DE",19702,2017-03-06,"Listed for sale",379900,4,3,2675,8276,276,52,86.9333333333333
"1037",3410,9145,"28 Corbit St, Newark, DE",19711,2017-03-06,"Sold",245000,4,2,1325,4356,276,84,97.8
"1038",4300,17819,"53 Three Rivers Dr, Newark, DE",19702,2017-03-06,"Listed for sale",189000,3,1.5,1375,6534,276,77,87.8666666666667
"1039",7546,15150,"9 Timber Creek Ln, Newark, DE",19711,2017-03-06,"Listed for sale",264900,3,1.5,1625,10018,276,88,86.0666666666667
"1040",2498,18492,"1012 9th St, Newark, DE",19711,2017-03-07,"Sold",140000,2,2.5,1250,3049,277,19,88.5333333333333
"1041",607,16006,"16 Bass Ct, Newark, DE",19713,2017-03-07,"Sold",122365,3,1,1025,8712,277,41,86.1333333333333
"1042",3405,8865,"2112 Walmsley Dr, Wilmington, DE",19808,2017-03-07,"Listed for sale",212900,2,1,1325,8712,277,66,87.3333333333333
"1043",9128,21879,"23 Sir Thomas Ln, Newark, DE",19702,2017-03-07,"Sold",130000,3,2.5,1700,4791,277,195,88.1333333333333
"1044",6962,21986,"24 Dovetree Dr, Newark, DE",19713,2017-03-07,"Listed for sale",199000,2,3,1575,4356,277,44,87.0666666666667
"1045",6266,15034,"827 Broadfield Dr, Newark, DE",19713,2017-03-07,"Sold",232578,4,2,1525,9583,277,46,87.8666666666667
"1046",10256,15956,"15 Persimmon Ln, Newark, DE",19713,2017-03-08,"Listed for sale",225000,3,2.5,1800,4356,278,49,86.0666666666667
"1047",3023,8638,"17 Matthews Rd, Newark, DE",19713,2017-03-08,"Sold",130000,3,1.5,1300,7405,278,19,86.3333333333333
"1048",3624,16467,"223 Whitherspoon Ln, Newark, DE",19713,2017-03-08,"Sold",128000,3,1.5,1325,2178,278,127,91
"1049",9335,17333,"41 Wellington Dr, Newark, DE",19702,2017-03-08,"Listed for sale",199900,3,2.5,1725,7840,278,48,80.8
"1050",2620,21083,"111 Cypress Dr, Newark, DE",19713,2017-03-09,"Sold",165000,2,1.5,1250,2178,279,27,85.9333333333333
"1051",4828,21794,"213 Gladstone Way, Bear, DE",19701,2017-03-09,"Sold",192500,2,2,1400,3049,279,35,84.0666666666667
"1052",3740,8901,"22 Montvale Rd, Newark, DE",19713,2017-03-09,"Listed for sale",165000,3,1,1350,6970,279,68,82.6
"1053",10579,22386,"36 Lisa Dr, Newark, DE",19702,2017-03-09,"Listed for sale",219000,2,2.5,1800,2178,279,384,103.533333333333
"1054",11380,17484,"45 Scotch Pine Rd, Newark, DE",19711,2017-03-09,"Sold",281500,3,2.5,1875,7840,279,62,84.9333333333333
"1055",3953,14711,"60 Ethan Allen Ct, Newark, DE",19711,2017-03-09,"Sold",132000,3,1.5,1350,2178,279,10,77.2
"1056",8295,21410,"144 Versailles Ct, Newark, DE",19702,2017-03-10,"Sold",956710,3,2.5,1650,2178,280,134,78.4
"1057",6354,19591,"216 Bell Ringer Ct, Newark, DE",19702,2017-03-10,"Listed for sale",175000,3,3,1525,3920,280,129,102.466666666667
"1058",12430,3839,"24 Cartier Ct, Newark, DE",19711,2017-03-10,"Sold",215000,3,3,2000,2613,280,52,74.8
"1059",5081,16804,"3 Opus Dr, Newark, DE",19702,2017-03-10,"Listed for sale",169900,3,2,1425,6098,280,104,105.2
"1060",15458,8051,"817 Colorado Dr, Newark, DE",19713,2017-03-10,"Listed for sale",479900,3,3,3324,8712,280,66,98
"1061",5051,15740,"122 Piano Dr, Newark, DE",19713,2017-03-11,"Listed for sale",204900,3,2,1425,8712,281,76,96.0666666666667
"1062",9531,12139,"708 S Harmony Rd, Newark, DE",19713,2017-03-12,"Sold",126000,4,2,1750,8276,282,23,66.9333333333333
"1063",9625,19464,"201 Benham Ct, Newark, DE",19711,2017-03-13,"Sold",234900,3,2.5,1750,5227,283,126,66.6666666666667
"1064",7957,12088,"7 Pinedale Rd, Newark, DE",19711,2017-03-13,"Sold",224000,4,2.5,1650,6969,283,171,72.4666666666667
"1065",7042,9889,"73 W Stephen Dr, Newark, DE",19713,2017-03-13,"Listed for sale",189500,3,2,1600,10019,283,56,92.9333333333333
"1066",11937,13594,"214 Warfield Rd, Newark, DE",19713,2017-03-14,"Listed for sale",244900,5,2,1950,8712,284,135,96.1333333333333
"1067",2118,16629,"27 Leader Dr, Newark, DE",19713,2017-03-14,"Listed for sale",199500,3,2,1225,6969,284,52,96.1333333333333
"1068",6990,16815,"3 Rose Ter, Newark, DE",19702,2017-03-14,"Sold",2e+05,4,1.5,1581,6969,284,63,75.4
"1069",9013,19951,"3 Sir Thomas Ln, Newark, DE",19702,2017-03-15,"Listed for sale",215000,3,2.1,1700,5227,285,68,95.5333333333333
"1070",14168,4068,"30 Scotch Pine Rd, Newark, DE",19711,2017-03-16,"Sold",310000,3,3,2350,8276,286,129,81.2666666666667
"1071",1583,20023,"309 Palmerston Ct, Newark, DE",19702,2017-03-16,"Sold",148000,2,1.5,1150,1742,286,129,76.8666666666667
"1072",437,17042,"330 Barley Dr, Newark, DE",19702,2017-03-16,"Sold",155500,2,2,975,4791,286,119,81.7333333333333
"1073",9775,22516,"441 Preakness Run, Newark, DE",19702,2017-03-16,"Listed for sale",324900,4,2.5,1768,10019,286,67,94.1333333333333
"1074",10449,20795,"912 Glen Falls Ct, Newark, DE",19711,2017-03-16,"Listed for sale",184500,2,3,1800,2613,286,81,95.1333333333333
"1075",10953,20928,"10 E Christina Pl, Newark, DE",19702,2017-03-17,"Listed for sale",2e+05,2,2,1840,1840,287,180,104.2
"1076",13481,5888,"134 Galleon Dr, Newark, DE",19702,2017-03-17,"Sold",335000,3,3,2175,6098,287,49,83.7333333333333
"1077",12521,1146,"29 Barnard St, Newark, DE",19711,2017-03-17,"Listed for sale",279900,4,2.5,2025,8712,287,117,108.733333333333
"1078",6854,14658,"6 Cordrey Rd, Newark, DE",19713,2017-03-17,"Listed for sale",205000,3,2,1575,7840,287,42,108.333333333333
"1079",2595,20523,"6 Vinca Dr, Newark, DE",19702,2017-03-17,"Listed for sale",197000,3,3,1250,2178,287,102,110.6
"1080",3969,15123,"9 James Ct, Newark, DE",19702,2017-03-17,"Sold",159900,3,1.5,1350,1742,287,80,80.6
"1081",2107,16112,"176 Piano Dr, Newark, DE",19713,2017-03-18,"Listed for sale",184900,3,1,1225,6969,288,45,88
"1082",5565,11456,"333 N Dillwyn Rd, Newark, DE",19711,2017-03-18,"Listed for sale",229000,3,1.5,1475,6969,288,76,84.4666666666667
"1083",8188,18082,"69 Helios Ct, Newark, DE",19711,2017-03-18,"Listed for sale",195000,3,2.5,1650,2178,288,27,79.3333333333333
"1084",5059,15972,"150 Kane Dr, Newark, DE",19702,2017-03-19,"Listed for sale",229900,3,1.5,1425,6969,289,61,79
"1085",11062,10893,"171 Rockrose Dr, Newark, DE",19711,2017-03-19,"Listed for sale",218900,3,1.5,1850,6969,289,133,82.8
"1086",5089,17447,"43 Midland Dr, Newark, DE",19713,2017-03-19,"Sold",189900,3,1.5,1425,7840,289,45,81.8
"1087",12622,3348,"160 Hawk Dr, Newark, DE",19702,2017-03-20,"Sold",178000,3,1.5,2025,2178,290,245,95.8
"1088",9941,17047,"330 Chickory Way, Newark, DE",19711,2017-03-20,"Listed for sale",230000,4,2.5,1775,3049,290,46,82.1333333333333
"1089",8183,17841,"59 Helios Ct, Newark, DE",19711,2017-03-20,"Listed for sale",220000,3,3,1650,6098,290,44,76.0666666666667
"1090",5941,12159,"713 S Harmony Rd, Newark, DE",19713,2017-03-20,"Listed for sale",131000,4,1.5,1500,8276,290,163,83.4666666666667
"1091",6588,19455,"20 N Merriment Dr, Newark, DE",19702,2017-03-21,"Listed for sale",169900,2,1.5,1550,2613,291,87,84.7333333333333
"1092",7918,11166,"220 S Dillwyn Rd, Newark, DE",19711,2017-03-21,"Listed for sale",150000,3,2,1650,6534,291,36,82.6666666666667
"1093",9956,17120,"364 Chickory Way, Newark, DE",19711,2017-03-21,"Listed for sale",219900,4,2.5,1775,3049,291,52,80.7333333333333
"1094",7235,14834,"713 Manfield Rd, Newark, DE",19713,2017-03-21,"Sold",159000,3,2,1600,7840,291,109,98.9333333333333
"1095",9572,15179,"908 Rockmoss Ave, Newark, DE",19711,2017-03-21,"Sold",198500,4,2,1750,8276,291,34,100.533333333333
"1096",12096,21278,"13 Woodcrest Ct, Newark, DE",19702,2017-03-22,"Listed for sale",199900,3,3,1950,2613,292,89,74.6666666666667
"1097",5111,19117,"137 Buckson Ct, Bear, DE",19701,2017-03-22,"Sold",136820,3,1.5,1425,2178,292,264,109.2
"1098",10533,21629,"198 Darling St, Newark, DE",19702,2017-03-22,"Listed for sale",2e+05,3,3,1800,2178,292,70,71.5333333333333
"1099",9378,19957,"3 Vinca Dr, Newark, DE",19702,2017-03-22,"Listed for sale",214900,3,3,1725,2178,292,107,75.8666666666667
"1100",5502,9396,"4 Mccord Dr, Newark, DE",19713,2017-03-22,"Sold",204000,3,1.5,1475,8276,292,97,112.2
